Sample	AL590842_cov	AL117189_cov	AL117211_cov	AL109969_cov	pla_cov	AL590842_dep	AL117189_dep	AL117211_dep	AL109969_dep	pla_dep
GCA_015158805.1_ASM1515880v1_genomic	0.9521644	0.9509850	0.9442261	0.6395131	1.0000000		18.8250656	18.4607773	18.6489143	10.1854973	18.2782516
GCA_015158795.1_ASM1515879v1_genomic	0.9503301	0.9439585	0.9422513	0.8042031	1.0000000		18.7854671	18.3939266	18.6160583	15.7420931	20.0000000
GCA_015158815.1_ASM1515881v1_genomic	0.9511076	0.9534883	0.9429789	0.8054515	1.0000000		18.8035126	18.4917564	18.6279278	15.7032871	20.0000000
GCA_015158845.1_ASM1515884v1_genomic	0.9281657	0.9402887	0.9417524	0.7432376	1.0000000		18.4054413	18.2625427	18.5969658	13.5227842	20.0000000
GCA_015158875.1_ASM1515887v1_genomic	0.9507608	0.9564754	0.9429789	0.8054515	1.0000000		18.8029556	18.8644772	18.6279278	15.7769451	20.0000000
GCA_015158895.1_ASM1515889v1_genomic	0.9505470	0.9464334	0.9422513	0.8020183	1.0000000		18.7926292	18.4521866	18.6160583	15.6886187	20.0000000
GCA_015158935.1_ASM1515893v1_genomic	0.9516807	0.9462058	0.9427710	0.7343945	1.0000000		18.8172817	18.3583813	18.6264324	13.9027262	20.0000000
GCA_015158905.1_ASM1515890v1_genomic	0.9279894	0.9487092	0.9417524	0.3838951	0.8752666		18.3406792	18.5146866	18.5969658	5.9300876	13.7292109
GCA_015158945.1_ASM1515894v1_genomic	0.9509804	0.9510846	0.9429789	0.8054515	1.0000000		18.8030987	18.5489082	18.6279278	15.8154392	20.0000000
GCA_015158955.1_ASM1515895v1_genomic	0.9359881	0.9132494	0.9318990	0.6996463	1.0000000		18.3748207	17.5300198	18.2878914	13.2641487	20.0000000
GCA_015158995.1_ASM1515899v1_genomic	0.9513350	0.9544698	0.9429789	0.8054515	1.0000000		18.8154297	18.5763893	18.6279278	15.7029753	20.0000000
GCA_015159005.1_ASM1515900v1_genomic	0.9289127	0.9405590	0.9422513	0.8042031	1.0000000		18.3626881	18.2847443	18.6160583	15.7746563	20.0000000
GCA_015159045.1_ASM1515904v1_genomic	0.9482267	0.9345708	0.9410040	0.3481065	1.0000000		18.7422352	18.1636448	18.5904789	6.0859342	20.0000000
GCA_015159035.1_ASM1515903v1_genomic	0.9503993	0.9389232	0.9423553	0.7834998	1.0000000		18.7856884	18.3357506	18.6207676	14.7742405	20.0000000
GCA_015159075.1_ASM1515907v1_genomic	0.9299669	0.9569732	0.9429789	0.8010820	1.0000000		18.3830280	18.6074257	18.6279278	15.7198296	20.0000000
GCA_015159085.1_ASM1515908v1_genomic	0.9291529	0.9464334	0.9422513	0.8042031	1.0000000		18.3681049	18.4521866	18.6160583	15.7019348	20.0000000
GCA_015159105.1_ASM1515910v1_genomic	0.9510279	0.9537017	0.9429789	0.7665418	1.0000000		18.8038464	18.5693340	18.6280746	14.4109449	20.0000000
GCA_015159145.1_ASM1515914v1_genomic	0.9509232	0.9542707	0.9429789	0.8051394	1.0000000		18.8004494	18.5518093	18.6279278	15.7414694	20.0000000
GCA_015159135.1_ASM1515913v1_genomic	0.9504322	0.9442856	0.9422513	0.8042031	1.0000000		18.7886848	18.4010391	18.6160583	15.7746563	20.0000000
GCA_015159175.1_ASM1515917v1_genomic	0.9504477	0.9449683	0.9422513	0.8042031	1.0000000		18.7906952	18.4212646	18.6160583	15.7398043	20.0000000
GCA_015159195.1_ASM1515919v1_genomic	0.9491001	0.9378138	0.9417524	0.7814190	1.0000000		18.7676735	18.1687927	18.5969658	15.1913233	20.0000000
GCA_015336695.1_ASM1533669v1_genomic	0.9548985	0.0117346	0.0000000	0.0000000	0.0000000		18.8771095	0.1705711	0.0000000	0.0000000	0.0000000
GCA_015338205.1_ASM1533820v1_genomic	0.9314229	0.0117488	0.0000000	0.0000000	0.0000000		18.3727589	0.1706849	0.0000000	0.0000000	0.0000000
GCA_015336465.1_ASM1533646v1_genomic	0.9539245	0.0119195	0.0000000	0.0000000	0.0000000		18.8750877	0.1706849	0.0000000	0.0000000	0.0000000
GCA_015338045.1_ASM1533804v1_genomic	0.9578306	0.0117346	0.0000000	0.0000000	0.0000000		18.9341125	0.1705569	0.0000000	0.0000000	0.0000000
GCA_015336865.1_ASM1533686v1_genomic	0.9515809	0.0117346	0.0000000	0.0000000	0.0000000		18.7786331	0.1705711	0.0000000	0.0000000	0.0000000
GCA_015336265.1_ASM1533626v1_genomic	0.9597057	0.0117488	0.0000000	0.0000000	0.0000000		18.9834003	0.1706849	0.0000000	0.0000000	0.0000000
GCA_015337825.1_ASM1533782v1_genomic	0.9549406	0.0118768	0.0000000	0.0000000	0.0000000		18.8781776	0.1705711	0.0000000	0.0000000	0.0000000
GCA_015337645.1_ASM1533764v1_genomic	0.9549572	0.0118910	0.0000000	0.0000000	0.0000000		18.8825951	0.1706280	0.0000000	0.0000000	0.0000000
GCA_015337445.1_ASM1533744v1_genomic	0.9332629	0.0116208	0.0000000	0.0000000	0.0000000		18.4515018	0.1704288	0.0000000	0.0000000	0.0000000
GCA_015337085.1_ASM1533708v1_genomic	0.9243836	0.0117346	0.0000000	0.0000000	0.0000000		18.3113174	0.1705426	0.0000000	0.0000000	0.0000000
GCA_015337285.1_ASM1533728v1_genomic	0.9357633	0.0117773	0.0000000	0.0000000	0.0000000		18.4994030	0.1706849	0.0000000	0.0000000	0.0000000
GCA_015336085.1_ASM1533608v1_genomic	0.9549415	0.0118342	0.0000000	0.0000000	0.0000000		18.8858547	0.1705711	0.0000000	0.0000000	0.0000000
GCA_015159615.1_ASM1515961v1_genomic	0.9550077	0.0119053	0.0000000	0.0000000	0.0000000		18.8767624	0.1706849	0.0000000	0.0000000	0.0000000
GCA_015274745.1_ASM1527474v1_genomic	0.9481903	0.9285969	0.9384264	0.7968165	1.0000000		18.7244396	17.9248142	18.5365238	15.5043697	20.0000000
GCA_015274715.1_ASM1527471v1_genomic	0.9460877	0.9354385	0.9383952	0.7969205	1.0000000		18.6424789	18.2197704	18.4974327	15.5041618	20.0000000
GCA_015274685.1_ASM1527468v1_genomic	0.9510173	0.9535168	0.9380834	0.7954640	1.0000000		18.7939262	18.8693981	18.5342274	15.4583855	20.0000000
GCA_014734395.1_ASM1473439v1_genomic	0.9471871	0.9569732	0.9447978	0.8087807	1.0000000		18.7065048	18.5784225	18.6962795	15.8671455	20.0000000
GCA_014734355.1_ASM1473435v1_genomic	0.9472765	0.9554513	0.9447978	0.8087807	1.0000000		18.7085762	18.5207596	18.6962795	15.8671455	20.0000000
GCA_014734405.1_ASM1473440v1_genomic	0.9471664	0.9553090	0.9447978	0.8087807	1.0000000		18.7070370	18.5314274	18.6962795	15.8671455	20.0000000
GCA_013421535.1_ASM1342153v1_genomic	0.9153984	0.9182135	0.9386238	0.7970245	1.0000000		18.0718117	17.8892689	18.6010704	15.5029135	20.0000000
GCA_013421545.1_ASM1342154v1_genomic	0.9461896	0.9262784	0.9387901	0.8017062	1.0000000		18.6170387	18.0526142	18.5641003	15.6102791	20.0000000
GCA_013421555.1_ASM1342155v1_genomic	0.9281546	0.9311571	0.9385095	0.7969205	1.0000000		18.3229656	18.1140461	18.5970802	15.5064507	20.0000000
GCA_013421465.1_ASM1342146v1_genomic	0.9281756	0.0000000	0.9386135	0.7969205	1.0000000		18.3186855	0.0000000	18.4910088	15.5041618	20.0000000
GCA_013421455.1_ASM1342145v1_genomic	0.9484906	0.9341441	0.9384784	0.7968165	1.0000000		18.7073097	18.1641140	18.5509090	15.5083227	20.0000000
GCA_015350455.1_ASM1535045v1_genomic	0.9191223	0.9309437	0.9187506	0.7970245	1.0000000		18.1138954	17.8757267	17.9590588	15.5041618	20.0000000
GCA_015350435.1_ASM1535043v1_genomic	0.9162315	0.9349264	0.9013928	0.7969205	1.0000000		18.0419292	18.0936203	17.6482487	15.5045776	20.0000000
GCA_015350425.1_ASM1535042v1_genomic	0.9384195	0.9321670	0.9224924	0.7968165	1.0000000		18.4670925	18.0165005	17.9378967	15.5041618	20.0000000
GCA_013391945.1_ASM1339194v1_genomic	0.9329095	0.9532181	0.9447458	0.8071161	1.0000000		18.4497681	18.5498619	18.6949482	15.8553886	20.0000000
GCA_013391965.1_ASM1339196v1_genomic	0.9544898	0.9528199	0.9439455	0.8071161	1.0000000		18.8786831	18.4722004	18.6798573	15.8553886	20.0000000
GCA_013392085.1_ASM1339208v1_genomic	0.9452740	0.9504018	0.9437792	0.8071161	1.0000000		18.6764774	18.3848801	18.6782970	15.8561172	20.0000000
GCA_013392055.1_ASM1339205v1_genomic	0.9454661	0.9531897	0.9437792	0.8071161	1.0000000		18.6794376	18.3419247	18.6782970	15.8561172	20.0000000
GCA_013392045.1_ASM1339204v1_genomic	0.9452656	0.9510988	0.9437792	0.8071161	1.0000000		18.6721745	18.3923187	18.6782970	15.8561172	20.0000000
GCA_013392105.1_ASM1339210v1_genomic	0.9458176	0.9513690	0.9437792	0.8071161	1.0000000		18.6816311	18.3637428	18.6782970	15.8561172	20.0000000
GCA_013392075.1_ASM1339207v1_genomic	0.9452502	0.9521940	0.9437792	0.8071161	1.0000000		18.6760902	18.3384819	18.6782970	15.8561172	20.0000000
GCA_013392145.1_ASM1339214v1_genomic	0.9455076	0.9515539	0.9436753	0.8050354	1.0000000		18.6813278	18.3057537	18.6731625	15.8058672	20.0000000
GCA_010974855.1_ASM1097485v1_genomic	0.9145775	0.9388237	0.9383952	0.0000000	0.0000000		17.7724018	18.0370102	18.5642033	0.0000000	0.0000000
GCA_010974835.1_ASM1097483v1_genomic	0.9430863	0.9340445	0.9386654	0.0000000	0.0000000		18.6275597	18.1582966	18.5016117	0.0000000	0.0000000
GCA_010974845.1_ASM1097484v1_genomic	0.9408627	0.9358652	0.9384264	0.7969205	1.0000000		18.5498352	18.1632881	18.5653057	15.5086346	20.0000000
GCA_009909645.1_ASM990964v1_genomic	0.9420301	0.9326932	0.9385927	0.7970245	1.0000000		18.6021709	18.0303249	18.5747108	15.5049934	20.0000000
GCA_009909655.1_ASM990965v1_genomic	0.9212612	0.9338738	0.9385511	0.7970245	1.0000000		18.1865520	18.0305099	18.5208302	15.5488968	20.0000000
SAMEA5818830	0.9348508	0.9184980	0.9383328	0.7933833	1.0000000		21.2841816	38.2028313	35.1638794	46.4272766	9.7814503
SAMEA5818829	0.9379218	0.9267193	0.9395177	0.7992093	1.0000000		27.9788380	49.5189095	45.4732552	51.8468590	13.3720684
SAMEA5818828	0.9313071	0.9172605	0.9365762	0.8030587	1.0000000		18.6086540	35.1349411	32.2474365	38.8001442	7.6865673
SAMEA5818826	0.9447351	0.9303037	0.9405259	0.8031627	1.0000000		55.0754623	81.4260864	78.1502457	64.9992752	31.6321964
SAMEA5818825	0.9137592	0.9096935	0.9316807	0.7786101	0.9989339		8.8417711	26.8431835	16.0894508	25.2590504	4.5479746
SAMEA5818822	0.9130390	0.9041604	0.9289367	0.7692468	0.9925373		11.5835905	24.9972401	20.9078064	25.2153549	4.3208957
SAMEA5818821	0.9306880	0.9146149	0.9373246	0.7945276	0.9968017		17.6095352	34.0315056	29.9755230	46.5502510	10.0959492
SAMEA5818818	0.9285843	0.9127374	0.9372726	0.7968165	1.0000000		12.1236773	23.4974041	20.8906136	32.7771530	7.6417909
SAMEA5818817	0.9382454	0.9309011	0.9387798	0.8022264	1.0000000		10.7970371	33.7368317	18.2716560	35.3107567	12.7174845
SAMEA5818815	0.9477141	0.9375009	0.9414718	0.8081565	1.0000000		12.2165451	22.2243938	13.7954159	38.2598839	10.4115143
SAMEA5818811	0.9114733	0.9046583	0.9278454	0.7850603	1.0000000		7.3766613	17.2189465	11.0471573	26.5575314	22.4296379
SAMEA5818809	0.9342063	0.9150131	0.9384159	0.8013941	1.0000000		25.1698799	41.4734230	33.4451714	55.5651283	55.7953110
SAMEA5818808	0.9035938	0.8916578	0.9268579	0.7638369	0.9680170		6.7365699	14.0259438	11.0431452	24.7530174	4.5223880
SAMEA5818806	0.9450535	0.9310006	0.9392787	0.8031627	1.0000000		27.0464058	54.0306396	31.9459629	59.3388481	68.5127945
SAMEA5818805	0.9410380	0.9256098	0.9395697	0.8001456	1.0000000		12.9939537	29.3012028	23.5110168	40.2997284	13.4371004
SAMEA5818803	0.9435212	0.9267051	0.9394866	0.8002497	1.0000000		21.8507633	42.3961182	31.9036274	48.5238228	18.9040508
SAMEA5818801	0.9307387	0.9344997	0.9398815	0.8007699	1.0000000		18.0760345	35.4062424	31.3133774	41.1407623	10.4211092
SAMEA5818800	0.9435354	0.9526919	0.9447874	0.8110695	1.0000000		79.2996826	134.5950623	105.5563049	118.9928207	49.6492538
SAMEA5818799	0.9352029	0.9378849	0.9401726	0.8040990	1.0000000		36.8426056	54.8228302	50.1878815	69.3378067	20.7643929
SAMEA5818798	0.9273127	0.9283408	0.9390604	0.8039950	1.0000000		12.2653446	26.3514690	23.1515331	38.0347481	6.4584222
SAMEA5661390	0.9115309	0.9208591	0.7658352	0.8012900	1.0000000		4.6329665	12.3439159	4.1478744	29.2038078	33.4925385
SAMEA5661389	0.9280740	0.9117986	0.7803347	0.8017062	1.0000000		7.0961413	13.7923193	6.6205072	40.1118393	43.3400841
SAMEA5661385	0.9263272	0.9242870	0.9323148	0.8019143	1.0000000		5.5774555	14.6901073	7.5349860	32.8459206	41.0287857
SAMEA5661384	0.9126657	0.8975464	0.9230953	0.7893258	1.0000000		8.7025023	16.7238464	11.0750751	34.7144203	40.5511742
SAMEA5661372	0.9038494	0.9078302	0.7788587	0.7776737	0.9840086		9.7338047	21.4221172	12.8755636	28.9424686	6.0042644
SAMEA5661367	0.9293822	0.9369177	0.7854381	0.8068040	1.0000000		20.3617477	51.7295494	30.0610428	51.5267372	17.3816624
SAMEA5661365	0.9360835	0.9356091	0.9324914	0.8078443	1.0000000		6.6734715	15.6245642	7.3885355	40.0346451	46.0650330
SAMEA5661364	0.9126565	0.9234194	0.9201746	0.8024344	1.0000000		4.8498235	14.8908472	5.5686936	43.3652725	48.6492538
SAMEA5661363	0.9521796	0.9493635	0.9429373	0.8085726	1.0000000		29.6041031	65.8440094	36.8224907	112.4470444	142.8784637
SAMEA5661360	0.9142640	0.9061091	0.9260160	0.7982730	1.0000000		8.4517088	21.3471165	10.6833277	60.0310020	71.1876297
SAMEA5054093	0.9068314	0.9394638	0.8572186	0.8073242	1.0000000		6.0868635	16.0284901	5.9662819	45.6144409	64.5831528
SAMEA5054092	0.9547586	0.9591779	0.9276167	0.8163754	1.0000000		29.8393345	83.3201904	23.8851376	151.3470612	221.4136505
SAMEA5054090	0.9566541	0.9560629	0.9445172	0.8184561	1.0000000		45.6180878	103.7746658	40.8095093	141.6181793	210.8112946
SAMEA5054089	0.9571664	0.9567171	0.9426047	0.8157511	1.0000000		37.1685181	70.3552399	44.2811966	112.4236374	141.5287781
SAMEA104233048	0.9133739	0.9195790	0.7241347	0.7968165	1.0000000		6.2331395	18.9681110	6.2122440	12.3043070	12.4573565
SAMEA104233049	0.9382648	0.9212005	0.7295707	0.8014981	1.0000000		11.6317415	20.8169117	9.6365452	38.0702248	44.2430687
SAMEA104233047	0.9205239	0.9158239	0.7112774	0.8023304	1.0000000		4.9978743	10.5158377	4.0809479	21.4119854	21.6226006
SAMEA104233046	0.9399484	0.9334614	0.7251949	0.8030587	1.0000000		5.0373821	9.9329205	4.6711779	19.5297546	23.4221745
SAMEA104488961	0.9500055	0.9393073	0.9405467	0.8081565	1.0000000		38.0963898	62.8621712	41.7357750	81.0148773	96.4136429
SAMEA4354665	0.9360530	0.9528767	0.9445172	0.7994174	0.9616205		16.8561401	43.0726128	57.2326584	4.8622556	3.4360342
SAMEA3937654	0.9292285	0.9400896	0.9415445	0.4611943	0.5575693		17.3736153	40.5570869	46.4463348	1.2260716	0.8464819
SAMEA3937653	0.9252185	0.9418676	0.9429685	0.5082189	0.5597015		9.2298508	26.4907894	61.9001541	1.6275489	0.9285714
SAMEA3713715	0.9431857	0.2542920	0.1637460	0.5658552	0.0863539		25.0253620	1.8192021	0.3769047	3.6025801	0.0863539
SAMEA3713714	0.9352779	0.2568665	0.1970585	0.3970037	0.0788913		13.5455189	1.5472584	0.3387278	2.3920100	0.0788913
SAMEA3713713	0.9435163	0.2987839	0.1564806	0.4814815	0.1119403		20.5344353	2.1518953	0.4546721	3.6505411	0.1119403
SAMEA3713712	0.9456114	0.1597610	0.0520112	0.3635040	0.0373134		15.5024157	1.7887917	0.2853965	3.5149813	0.0373134
SAMEA3713711	0.9409748	0.1841690	0.0619478	0.4049105	0.0618337		12.4669800	1.0726548	0.1752209	2.6422181	0.0618337
SAMN00715800	0.9392229	0.9246711	0.9358903	0.1509571	0.2185501		15.0516262	19.0466690	13.1293421	0.7773616	0.2302772
SAMEA3541827	0.9457695	0.9263921	0.7252157	0.7972326	1.0000000		19.4939861	32.7473145	11.4042301	20.5553474	19.8166313
SAMEA3541826	0.9238346	0.9211293	0.7274400	0.8037869	1.0000000		7.1035900	14.7296925	7.4113812	30.0462971	33.8208961
SAMEA1061800	0.9485604	0.9323092	0.9402245	0.8035789	1.0000000		7.9599600	17.1649666	9.1458368	61.2407417	76.5639648
SAMEA7293136	0.9301358	0.9439585	0.9012992	0.8100291	1.0000000		15.8781481	38.0482597	14.6621246	71.2580109	115.8656693
SAMEA7293135	0.9466262	0.9616386	0.9478433	0.8180400	1.0000000		35.1677551	81.9469604	43.8129082	148.3965912	63.6567154
SAMEA6812877	0.9334372	0.9187540	0.7232720	0.7947357	1.0000000		11.7114849	21.6704922	11.7520113	31.3605900	32.4637527
SAMEA6812876	0.9205040	0.9032501	0.7222638	0.7957761	1.0000000		6.0140109	12.8652439	6.9353914	25.7290878	31.2249470
SAMEA7313236_38	0.9433749	0.9493350	0.6169837	0.8079484	1.0000000		12.2201300	27.6654568	6.0557842	103.4050140	135.9125824
SAMEA7313243_45	0.9180008	0.9371595	0.9360877	0.8024344	0.9541578		5.2482424	18.4691849	8.8571253	27.2497921	4.7452025
SAMEA7313246_49	0.9594815	0.9621364	0.9450369	0.8099251	1.0000000		174.8234863	216.6046143	193.5402069	191.8902435	192.0671692
SAMEA6651390	0.9470214	0.9412844	0.9402245	0.8039950	1.0000000		20.5122757	44.3896866	32.0790253	64.6260910	17.8272915
SAMEA6637004	0.9458015	0.9438731	0.9410664	0.8019143	1.0000000		10.8191977	25.4723568	15.1953335	36.3692245	7.9744139
SAMEA6637002	0.9519718	0.9485243	0.9425943	0.8093009	1.0000000		48.6286087	88.7515564	73.7868500	102.0707474	32.8987198
IP579	0.9415213	0.9516393	0.0858850	0.7716396	1.0000000		37.7956352	72.4170380	0.0905727	4.0038495	5.2185502
IP283	0.9326566	0.9387668	0.9469182	0.8111736	1.0000000		39.5736732	17.3780098	47.7226791	94.6892395	132.7505341
IP562	0.9270278	0.9510419	0.0124415	0.1152726	0.1332623		41.5645485	47.4826546	0.0124415	0.1152726	0.1332623
IP542	0.8830696	0.9512694	0.6474587	0.8127341	1.0000000		41.8325043	52.5199623	33.2340393	118.6052856	162.2579956
IP543	0.8828163	0.9501742	0.6151856	0.8097170	1.0000000		35.6582413	47.6154747	25.2081184	101.2585297	142.8400879
IP557	0.9097887	0.9504587	0.9427606	0.8017062	1.0000000		38.2157898	47.5712395	37.2736626	11.0553474	15.1236677
