Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Biogroup	Alternative Name	Species	Disease	Comment	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	O Serotype	Contact Name	Date Entered	Release Date	Barcode	Status	Coverage	Version	N50	Length	Species	Contig Number	No. N's	Assembly Barcode
YER_AA2878AA	IP1511	traces-0MEzvND;ILLUMINA;Paired;;NA,traces-0ZQlhrc;ILLUMINA;Paired;;NA,traces-0ipgQDU;ILLUMINA;Paired;;NA	Human	Human		1996				Africa	Madagascar	Amoron'i Mania	Ambositra	Ambositra II		-20.5167	47.25	Achtman	Orientalis	197/96S	Yersinia pestis									2016-09-09	2017-03-14	YER_AA2878AA	Assembled	67	3.51	47085	4685041	Yersinia pestis;99.42%	190	6986	YER_CA8557AA_AS
YER_AA2879AA	IP1510	traces-0JJryFC;ILLUMINA;Paired;;NA,traces-0ciQmfZ;ILLUMINA;Paired;;NA	Human	Human		1996				Africa	Madagascar	Amoron'i Mania	Ambositra	Ambositra I		-20.5167	47.25	Achtman	Orientalis	191/96B	Yersinia pestis									2016-09-09	2017-03-14	YER_AA2879AA	Assembled	88	3.51	45257	4696635	Yersinia pestis;99.51%	211	7745	YER_CA8556AA_AS
YER_AA2880AA	IP1521	traces-0arPRYA;ILLUMINA;Paired;;NA,traces-0RBTWoC;ILLUMINA;Paired;;NA	Human	Human		1994				Africa	Madagascar	Amoron'i Mania	Ambositra	Ambatomarina		-20.5833	47.0167	Achtman	Orientalis	67/94	Yersinia pestis									2016-09-09	2017-03-14	YER_AA2880AA	Assembled	86	3.51	47060	4698120	Yersinia pestis;100.0%	194	6578	YER_CA8561AA_AS
YER_AA2881AA	IP1601	traces-0qeiDQn;ILLUMINA;Paired;;NA,traces-0ImHFoN;ILLUMINA;Paired;;NA,traces-0xKCfUY;ILLUMINA;Paired;;NA	Wild Animal	Rodent	rat	1998				Africa	Madagascar	Amoron'i Mania	Ambositra	Ambositra		-20.5167	47.25	Achtman	Orientalis	9/98S	Yersinia pestis									2016-09-09	2017-03-14	YER_AA2881AA	Assembled	77	3.51	47069	4659052	Yersinia pestis;100.0%	190	7569	YER_CA8537AA_AS
YER_AA2882AA	IP1596	traces-0rIPyLp;ILLUMINA;Paired;;NA,traces-0uMTMFJ;ILLUMINA;Paired;;NA	Human	Human		1997				Africa	Madagascar	Amoron'i Mania	Manandriana	Talata Vohimena		-20.85	46.9667	Achtman	Orientalis	536/97B	Yersinia pestis		1.ORI3 node d							2016-09-09	2017-03-14	YER_AA2882AA	Assembled	61	3.51	47045	4684248	Yersinia pestis;100.0%	195	10864	YER_CA8559AA_AS
YER_AA2883AA	IP1599	traces-0SJqNxt;ILLUMINA;Paired;;NA,traces-0FMZfSp;ILLUMINA;Paired;;NA	Wild Animal	Rodent	rat	1998				Africa	Madagascar	Amoron'i Mania	Ambositra	Ambositra		-20.5167	47.25	Achtman	Orientalis	7/98B	Yersinia pestis									2016-09-09	2017-03-14	YER_AA2883AA	Assembled	57	3.51	47270	4597795	Yersinia pestis;100.0%	199	13457	YER_CA8536AA_AS
YER_AA2884AA	IP661	traces-0ZdvksC;ILLUMINA;Paired;;NA,traces-0QohVEm;ILLUMINA;Paired;;NA,traces-0MnfgHY;ILLUMINA;Paired;;NA,traces-0xFGbBe;ILLUMINA;Paired;;NA	Human	Human		1988				Africa	Madagascar	Amoron'i Mania	Ambositra	Tsarasaotra		-20.4333	47.2333	Achtman	Orientalis	29/88	Yersinia pestis									2016-09-09	2017-03-14	YER_AA2884AA	Assembled	34	3.51	45482	4535858	Yersinia pestis;100.0%	201	22648	YER_CA8555AA_AS
YER_AA2885AA	IP601	traces-0oIKCXY;ILLUMINA;Paired;;NA,traces-0YENbyc;ILLUMINA;Paired;;NA	Human	Human		1984				Africa	Madagascar	Amoron'i Mania	Ambatofinandrahana			-20.55	46.8	Achtman	Orientalis	10/84	Yersinia pestis		1.ORI3 node h							2016-09-09	2017-03-14	YER_AA2885AA	Assembled	67	3.51	45257	4707178	Yersinia pestis;99.66%	285	33143	YER_CA8538AA_AS
YER_AA2886AA	IP668	traces-0xnCFLx;ILLUMINA;Paired;;NA,traces-0QrTwuf;ILLUMINA;Paired;;NA	Human	Human		1993				Africa	Madagascar	Amoron'i Mania	Ambositra	Tsarasaotra		-20.4333	47.2333	Achtman	Orientalis	41/93	Yersinia pestis									2016-09-09	2017-03-14	YER_AA2886AA	Assembled	59	3.51	47060	4656006	Yersinia pestis;100.0%	191	9289	YER_CA8540AA_AS
YER_AA2887AA	IP665	traces-0YrjFIC;ILLUMINA;Paired;;NA,traces-0suCGwh;ILLUMINA;Paired;;NA	Human	Human		1990				Africa	Madagascar	Amoron'i Mania	Ambositra	Tsarasaotra		-20.4333	47.2333	Achtman	Orientalis	78/90	Yersinia pestis		1.ORI3 node d							2016-09-09	2017-03-14	YER_AA2887AA	Assembled	116	3.51	45257	4556643	Yersinia pestis;100.0%	198	4214	YER_CA8552AA_AS
YER_AA2888AA	IP656	traces-0wQGDxr;ILLUMINA;Paired;;NA,traces-0ZENunh;ILLUMINA;Paired;;NA	Human	Human		1964				Africa	Madagascar	Amoron'i Mania	Ambositra	Tsarasaotra		-20.4333	47.2333	Achtman	Orientalis	4/64	Yersinia pestis									2016-09-09	2017-03-14	YER_AA2888AA	Assembled	30	3.51	45559	4532772	Yersinia pestis;100.0%	205	32945	YER_CA8539AA_AS
YER_AA2889AA	IP664	traces-0IuChId;ILLUMINA;Paired;;NA,traces-0fJjFdn;ILLUMINA;Paired;;NA	Human	Human		1990				Africa	Madagascar	Amoron'i Mania	Ambositra	Tsarasaotra		-20.4333	47.2333	Achtman	Orientalis	6/90	Yersinia pestis									2016-09-09	2017-03-14	YER_AA2889AA	Assembled	30	3.51	36576	4656657	Yersinia pestis;100.0%	250	61951	YER_CA8543AA_AS
YER_AA2890AA	IP259	traces-0mZclNN;ILLUMINA;Paired;;NA,traces-0BRxEda;ILLUMINA;Paired;;NA	Human	Human		1994				Africa	Madagascar	Amoron'i Mania	Ambositra	Soavina		-20.3833	46.9167	Achtman	Orientalis	10/94	Yersinia pestis									2016-09-09	2017-03-14	YER_AA2890AA	Assembled	78	3.51	47666	4671574	Yersinia pestis;100.0%	206	10054	YER_CA8541AA_AS
YER_AA2891AA	IP1496	traces-0EVXDCG;ILLUMINA;Paired;;NA,traces-0nroxxC;ILLUMINA;Paired;;NA	Human	Human		1995				Africa	Madagascar	Amoron'i Mania	Manandriana	Vinany Andakatanikel		-20.5833	46.6333	Achtman	Orientalis	5/95	Yersinia pestis		1.ORI3 node d							2016-09-09	2017-03-14	YER_AA2891AA	Assembled	154	3.51	47601	4694353	Yersinia pestis;99.44%	192	4293	YER_CA8542AA_AS
YER_AA2892AA	IP1513	traces-0CZwjYJ;ILLUMINA;Paired;;NA	Wild Animal	Rodent	rat	1996				Africa	Madagascar	Haute Matsiatra	Ambohimahasoa	Vohiposa		-20.9833	47.15	Achtman	Orientalis	199/96B	Yersinia pestis		genotype: 1.ORI.a							2016-09-17	2017-03-22	YER_AA2892AA	Assembled	103	3.51	47060	4661735	Yersinia pestis;100.0%	209	5745	YER_CA8544AA_AS
YER_AA2893AA	IP241	traces-0BtZzts;ILLUMINA;Paired;;NA	Human	Human		1989				Africa	Madagascar	Amoron'i Mania	Ambositra	Tsarasaotra		-20.4333	47.2333	Achtman	Orientalis	3/89	Yersinia pestis		genotype: 1.ORI.a; 1.ORI3 node d							2016-09-17	2017-03-22	YER_AA2893AA	Assembled	99	3.51	45118	4665137	Yersinia pestis;100.0%	201	5859	YER_CA8545AA_AS
YER_AA2894AA	IP666	traces-0DGwtHo;ILLUMINA;Paired;;NA	Human	Human		1992				Africa	Madagascar	Amoron'i Mania	Ambositra	Tsarasaotra		-20.4333	47.2333	Achtman	Orientalis	100/92	Yersinia pestis		genotype: 1.ORI.a							2016-09-17	2017-03-22	YER_AA2894AA	Assembled	37	3.51	37930	4658757	Yersinia pestis;100.0%	225	30256	YER_CA8546AA_AS
YER_AA2895AA	IP1498	traces-0taBfqH;ILLUMINA;Paired;;NA	Human	Human		1995				Africa	Madagascar	Amoron'i Mania	Ambositra	Ambohimilanja		-20.6667	46.6333	Achtman	Orientalis	9/95	Yersinia pestis		1.ORI3 node d							2016-09-17	2017-03-22	YER_AA2895AA	Assembled	37	3.51	47036	4703181	Yersinia pestis;100.0%	245	43023	YER_CA8547AA_AS
YER_AA2896AA	IP659	traces-0mJmNNS;ILLUMINA;Paired;;NA	Human	Human		1986				Africa	Madagascar	Amoron'i Mania	Ambositra	Tsarasaotra		-20.4333	47.2333	Achtman	Orientalis	5/86	Yersinia pestis									2016-09-17	2017-03-22	YER_AA2896AA	Assembled	64	3.51	45257	4664932	Yersinia pestis;100.0%	205	8564	YER_CA8548AA_AS
YER_AA2897AA	IP658	traces-0sDMCPk;ILLUMINA;Paired;;NA	Human	Human		1983				Africa	Madagascar	Amoron'i Mania	Ambositra	Andina		-20.5167	47.15	Achtman	Orientalis	12/83	Yersinia pestis		1.ORI3 node d							2016-09-17	2017-03-22	YER_AA2897AA	Assembled	58	3.51	45439	4614124	Yersinia pestis;100.0%	200	10769	YER_CA8549AA_AS
YER_AA3103AA	195/P	SRR5137562;ILLUMINA;Paired;;SRX2457039,GCA_002005285;Complete Genome;;;	Laboratory	Laboratory	lab strain	2015	12											NHGRI/NIH			Yersinia pestis			PRJNA357858	SRP095270	SAMN06161235	SRS1868452			2017-01-08	2017-01-07	YER_AA3103AA	Assembled	1	NaN	4655691	4831198		4	0	YER_DA1029AA_AS
YER_AA3105AA	IP521	traces-0nHjprO;ILLUMINA;Paired;;NA				1964				Asia	Turkey							Achtman	Orientalis	T10/1	Yersinia pestis		1.ORI3  node c							2017-01-18	2017-07-23	YER_AA3105AA	Assembled	50	3.51	35626	4492206	Yersinia pestis;99.55%	242	13229	YER_CA8826AA_AS
YER_AA3106AA	IP507	traces-0NylDyx;ILLUMINA;Paired;;NA				1955				Asia	Vietnam							Achtman	Orientalis	55-720	Yersinia pestis		1.ORI1 node b							2017-01-18	2017-07-23	YER_AA3106AA	Assembled	64	3.51	35703	4542927	Yersinia pestis;100.0%	232	10527	YER_CA8827AA_AS
YER_AA3107AA	F2000004	traces-0PKtFIj;ILLUMINA;Paired;;NA				2000				Asia	China							Achtman	Orientalis		Yersinia pestis		1.ORI2 node s							2017-01-18	2017-07-23	YER_AA3107AA	Assembled	198	3.51	36577	4668495	Yersinia pestis;100.0%	406	8636	YER_CA8828AA_AS
YER_AA3108AA	F1946001	traces-0haYypX;ILLUMINA;Paired;;NA				1946				Asia	China							Achtman	Orientalis		Yersinia pestis		1.ORI1 node a							2017-01-18	2017-07-23	YER_AA3108AA	Assembled	292	3.51	45257	4599487	Yersinia pestis;99.53%	287	3687	YER_CA8829AA_AS
YER_AA3110AA	IP505	traces-0OtgQlM;ILLUMINA;Paired;;NA				1964				Asia	Turkey							Achtman	Orientalis	T10/3	Yersinia pestis		1.ORI3 node b							2017-01-18	2017-07-23	YER_AA3110AA	Assembled	67	3.51	35600	4395318	Yersinia pestis;100.0%	234	8568	YER_CA8831AA_AS
YER_AA3111AA	IP501	traces-0JeuXhi;ILLUMINA;Paired;;NA				1964				Europe	Germany							Achtman	Orientalis	13	Yersinia pestis		1.ORI2  node j							2017-01-18	2017-07-23	YER_AA3111AA	Assembled	158	3.51	44867	4508207	Yersinia pestis;99.47%	211	3213	YER_CA8832AA_AS
YER_AA3112AA	IP504	traces-0fRycuH;ILLUMINA;Paired;;NA				1941				Africa	Senegal							Achtman	Orientalis	Seydou sall	Yersinia pestis		1.ORI2 node b							2017-01-18	2017-07-23	YER_AA3112AA	Assembled	172	3.51	39473	4660134	Yersinia pestis;100.0%	237	2930	YER_CA8833AA_AS
YER_AA3113AA	IP1918	traces-0afeRyr;ILLUMINA;Paired;;NA				1969				Asia	India							Achtman	Orientalis	KOLAR 9 S6 sal 144	Yersinia pestis		1.ORI2 node a							2017-01-19	2017-07-24	YER_AA3113AA	Assembled	50	3.51	29694	4472518	Yersinia pestis;100.0%	282	15164	YER_CA8834AA_AS
YER_AA3114AA	IP1919	traces-0PKGDNv;ILLUMINA;Paired;;NA				1969				Asia	India							Achtman	Orientalis	JAUNPUR 4R8J/9	Yersinia pestis		1.ORI1 node e							2017-01-19	2017-07-24	YER_AA3114AA	Assembled	162	3.51	40047	4632061	Yersinia pestis;100.0%	329	7852	YER_CA8835AA_AS
YER_AA3116AA	IP527	traces-0oqUyPe;ILLUMINA;Paired;;NA				1964				Europe	Germany							Achtman	Orientalis	5	Yersinia pestis		1.ORI2 node g							2017-01-19	2017-07-24	YER_AA3116AA	Assembled	44	3.51	34777	4496760	Yersinia pestis;99.57%	255	11050	YER_CA8837AA_AS
YER_AA3117AA	IP523	traces-0NYvsTR;ILLUMINA;Paired;;NA				1944				Africa	Senegal							Achtman	Orientalis	Thierno	Yersinia pestis		1.ORI2 node b							2017-01-19	2017-07-24	YER_AA3117AA	Assembled	105	3.51	39235	4627828	Yersinia pestis;100.0%	261	7976	YER_CA8838AA_AS
YER_AA3118AA	IP513	traces-0vlpcIN;ILLUMINA;Paired;;NA				1964				Asia	Vietnam							Achtman	Orientalis	64-65	Yersinia pestis		1.ORI2 node p							2017-01-19	2017-07-24	YER_AA3118AA	Assembled	490	3.51	42374	4592605	Yersinia pestis;100.0%	229	2425	YER_CA8839AA_AS
YER_AA3119AA	IP532	traces-0zSmcod;ILLUMINA;Paired;;NA				1955				Asia	Vietnam							Achtman	Orientalis	55-801	Yersinia pestis		1.ORI1 node c							2017-01-19	2017-07-24	YER_AA3119AA	Assembled	93	3.51	36267	4641015	Yersinia pestis;100.0%	245	6764	YER_CA8840AA_AS
YER_AA3120AA	IP524	traces-0hlHwvL;ILLUMINA;Paired;;NA				1944				Africa	Senegal							Achtman	Orientalis	Fayni-sy	Yersinia pestis		1.ORI2 node b							2017-01-19	2017-07-24	YER_AA3120AA	Assembled	188	3.51	36576	4535001	Yersinia pestis;100.0%	249	3211	YER_CA8841AA_AS
YER_AA3121AA	IP1872	traces-0wSYVoV;ILLUMINA;Paired;;NA				1968				Asia	India							Achtman	Orientalis	PB5	Yersinia pestis		1.ORI1 node d							2017-01-19	2017-07-24	YER_AA3121AA	Assembled	150	3.51	40036	4512442	Yersinia pestis;99.46%	320	10180	YER_CA8842AA_AS
YER_AA3122AA	IP1874	traces-0rwJnma;ILLUMINA;Paired;;NA				1968				Asia	India							Achtman	Orientalis	PB7	Yersinia pestis		1.ORI1 node d							2017-01-19	2017-07-24	YER_AA3122AA	Assembled	133	3.51	35432	4580368	Yersinia pestis;100.0%	325	9761	YER_CA8843AA_AS
YER_AA3123AA	IP1637	traces-0wemGay;ILLUMINA;Paired;;NA				1987				Asia	Vietnam							Achtman	Orientalis	C.640	Yersinia pestis		1.ORI2 node p							2017-01-19	2017-07-24	YER_AA3123AA	Assembled	219	3.51	36291	4617515	Yersinia pestis;100.0%	241	3129	YER_CA8844AA_AS
YER_AA3124AA	IP1875	traces-0RUxGmr;ILLUMINA;Paired;;NA				1968				Asia	India							Achtman	Orientalis	PB11	Yersinia pestis		1.ORI1 node d							2017-01-19	2017-07-24	YER_AA3124AA	Assembled	112	3.51	38116	4615204	Yersinia pestis;100.0%	251	4628	YER_CA8845AA_AS
YER_AA3125AA	IP1593	traces-0xBVZXH;ILLUMINA;Paired;;NA				1957				Asia	Indonesia	Java						Achtman	Orientalis	4	Yersinia pestis		1.ORI1 node a							2017-01-19	2017-07-24	YER_AA3125AA	Assembled	55	3.51	36369	4641496	Yersinia pestis;100.0%	225	9082	YER_CA8846AA_AS
YER_AA3126AA	IP1588	traces-0xAztAN;ILLUMINA;Paired;;NA								South America	Bolivia							Achtman	Orientalis	69-57-1	Yersinia pestis		1.ORI2 node a							2017-01-19	2017-07-24	YER_AA3126AA	Assembled	57	3.51	36021	4622232	Yersinia pestis;100.0%	228	7272	YER_CA8847AA_AS
YER_AA3127AA	IP1920	traces-0CIJhZK;ILLUMINA;Paired;;NA				1970				Asia	India							Achtman	Orientalis	JAUNPUR 10	Yersinia pestis		1.ORI1 node e							2017-01-19	2017-07-24	YER_AA3127AA	Assembled	158	3.51	39457	4623610	Yersinia pestis;100.0%	290	12619	YER_CA8848AA_AS
YER_AA3129AA	IP1871	traces-0OFunZq;ILLUMINA;Paired;;NA				1968				Asia	India							Achtman	Orientalis	PB2	Yersinia pestis		1.ORI1 node d							2017-01-19	2017-07-24	YER_AA3129AA	Assembled	121	3.51	30495	4711021	Yersinia pestis;100.0%	380	18117	YER_CA8850AA_AS
YER_AA3130AA	IP1589	traces-0bqtCFZ;ILLUMINA;Paired;;NA				1957				Asia	Indonesia	Java						Achtman	Orientalis	5	Yersinia pestis		1.ORI1 node a							2017-01-19	2017-07-24	YER_AA3130AA	Assembled	73	3.51	36018	4579259	Yersinia pestis;100.0%	254	9897	YER_CA8851AA_AS
YER_AA3131AA	IP1541	traces-0JEfjsV;ILLUMINA;Paired;;NA				1986				Africa	Namibia							Achtman	Orientalis	340	Yersinia pestis		1.ORI2 node h							2017-01-19	2017-07-24	YER_AA3131AA	Assembled	144	3.51	37805	4618066	Yersinia pestis;100.0%	249	2623	YER_CA8852AA_AS
YER_AA3132AA	IP1268	traces-0jQDOIm;ILLUMINA;Paired;;NA				1992				Asia	Vietnam							Achtman	Orientalis	Y.p 441 LB	Yersinia pestis		1.ORI2 node p							2017-01-19	2017-07-24	YER_AA3132AA	Assembled	41	3.51	31969	4649273	Yersinia pestis;100.0%	260	19081	YER_CA8853AA_AS
YER_AA3133AA	IP695	traces-0IejeHh;ILLUMINA;Paired;;NA				1952				Europe	Germany							Achtman	Orientalis	Hamburg 9	Yersinia pestis		1.ORI2  node n							2017-01-19	2017-07-24	YER_AA3133AA	Assembled	71	3.51	36104	4603134	Yersinia pestis;99.57%	250	7693	YER_CA8854AA_AS
YER_AA3134AA	IP989	traces-0YglaSD;ILLUMINA;Paired;;NA				1964				Asia	Vietnam							Achtman	Orientalis	Dalat 131	Yersinia pestis		1.ORI2 node p							2017-01-19	2017-07-24	YER_AA3134AA	Assembled	37	3.51	34969	4535317	Yersinia pestis;100.0%	239	22598	YER_CA8855AA_AS
YER_AA3135AA	IP1537	traces-0gFXpFJ;ILLUMINA;Paired;;NA				1984				Africa	Namibia							Achtman	Orientalis	254	Yersinia pestis		1.ORI2 node h							2017-01-19	2017-07-24	YER_AA3135AA	Assembled	173	3.51	38669	4665265	Yersinia pestis;100.0%	251	3934	YER_CA8857AA_AS
YER_AA3136AA	IP619	traces-0jXgbRD;ILLUMINA;Paired;;NA				1945				Africa	South Africa							Achtman	Orientalis	2.1904	Yersinia pestis		Mutator strain (Morelli et al., 2010 Supplementary) 1.ORI2  node e							2017-01-19	2017-07-24	YER_AA3136AA	Assembled	51	3.51	39273	4503999	Yersinia pestis;100.0%	247	11836	YER_CA8858AA_AS
YER_AA3137AA	IP685	traces-0XAptdL;ILLUMINA;Paired;;NA				1952				Europe	Germany							Achtman	Orientalis	Hamburg 10	Yersinia pestis		1.ORI2  node m							2017-01-19	2017-07-24	YER_AA3137AA	Assembled	23	3.51	31161	4640109	Yersinia pestis;100.0%	283	41237	YER_CA8859AA_AS
YER_AA3138AA	IP820	traces-0paONRx;ILLUMINA;Paired;;NA				1964				Asia	Vietnam							Achtman	Orientalis	Nhatrang 64-260	Yersinia pestis		1.ORI2 node p							2017-01-19	2017-07-24	YER_AA3138AA	Assembled	156	3.51	35739	4460060	Yersinia pestis;100.0%	230	5760	YER_CA8860AA_AS
YER_AA3139AA	IP574	traces-0SdvgQk;ILLUMINA;Paired;;NA				1950				North America	United States							Achtman	Orientalis	H193	Yersinia pestis		1.ORI1 node d							2017-01-19	2017-07-24	YER_AA3139AA	Assembled	50	3.51	32616	4567136	Yersinia pestis;99.59%	293	20829	YER_CA8861AA_AS
YER_AA3141AA	IP1538	traces-0TwQkrZ;ILLUMINA;Paired;;NA				1984				Africa	Namibia							Achtman	Orientalis	272	Yersinia pestis		1.ORI2 node i							2017-01-19	2017-07-24	YER_AA3141AA	Assembled	112	3.51	36576	4499474	Yersinia pestis;100.0%	259	3864	YER_CA8863AA_AS
YER_AA3142AA	IP610	traces-0vHKekZ;ILLUMINA;Paired;;NA				1946				South America	Argentina							Achtman	Orientalis	Cuis14	Yersinia pestis		1.ORI2  node l							2017-01-19	2017-07-24	YER_AA3142AA	Assembled	31	3.51	33442	4477843	Yersinia pestis;100.0%	253	23350	YER_CA8864AA_AS
YER_AA3144AA	IP613	traces-0AwQVit;ILLUMINA;Paired;;NA				1970				Asia	Myanmar							Achtman	Orientalis	548	Yersinia pestis		1.ORI2 node r							2017-01-19	2017-07-24	YER_AA3144AA	Assembled	86	3.51	35195	4576470	Yersinia pestis;100.0%	251	7651	YER_CA8866AA_AS
YER_AA3145AA	IP571	traces-0AFKGSP;ILLUMINA;Paired;;NA,traces-0oVEgQP;;;;				1967				South America	Brazil							Achtman	Orientalis	Exu 184	Yersinia pestis		1.ORI2 node f							2017-01-19	2017-07-24	YER_AA3145AA	Assembled	58	3.51	36291	4661526	Yersinia pestis;99.57%	254	8448	YER_CA8867AA_AS
YER_AA3146AA	IP579	traces-0auIIuF;ILLUMINA;Paired;;NA				1898				Asia	India							Achtman	Orientalis	195	Yersinia pestis		1.ORI2 node a							2017-01-19	2017-07-24	YER_AA3146AA	Assembled	118	3.51	40464	4685287	Yersinia pestis;99.52%	233	3334	YER_CA8868AA_AS
YER_AA3147AA	IP1540	traces-0fkRqFc;ILLUMINA;Paired;;NA				1985				Africa	Namibia							Achtman	Orientalis	292	Yersinia pestis		1.ORI2 node h							2017-01-19	2017-07-24	YER_AA3147AA	Assembled	145	3.51	37603	4486233	Yersinia pestis;100.0%	235	3045	YER_CA8869AA_AS
YER_AA3148AA	IP847	traces-0KgliFT;ILLUMINA;Paired;;NA				1964				Asia	Vietnam							Achtman	Orientalis	64-304	Yersinia pestis		1.ORI2 node p							2017-01-19	2017-07-24	YER_AA3148AA	Assembled	159	3.51	39917	4569450	Yersinia pestis;100.0%	230	3123	YER_CA8870AA_AS
YER_AA3149AA	IP1535	traces-0WflYDL;ILLUMINA;Paired;;NA				1982				Africa	South Africa							Achtman	Orientalis	164	Yersinia pestis		1.ORI2  node a							2017-01-19	2017-07-24	YER_AA3149AA	Assembled	59	3.51	33477	4681467	Yersinia pestis;99.54%	230	8937	YER_CA8871AA_AS
YER_AA3150AA	IP1220	traces-0JxRRSH;ILLUMINA;Paired;;NA				1985				Asia	Vietnam							Achtman	Orientalis	Y.p. 297RR	Yersinia pestis		1.ORI2 node q							2017-01-19	2017-07-24	YER_AA3150AA	Assembled	151	3.51	39238	4640766	Yersinia pestis;100.0%	254	4583	YER_CA8872AA_AS
YER_AA3151AA	IP772	traces-0DDBOQo;ILLUMINA;Paired;;NA				1963				Asia	Vietnam							Achtman	Orientalis	Nhatrang 63-127	Yersinia pestis		1.ORI2 node p							2017-01-19	2017-07-24	YER_AA3151AA	Assembled	71	3.51	34675	4479289	Yersinia pestis;99.05%	225	8275	YER_CA8873AA_AS
YER_AA3152AA	IP577	traces-0sbBNjV;ILLUMINA;Paired;;NA				1940				Africa	Morocco							Achtman	Orientalis	243	Yersinia pestis		1.ORI2 node c							2017-01-19	2017-07-24	YER_AA3152AA	Assembled	79	3.51	46631	4573125	Yersinia pestis;99.48%	212	4267	YER_CA8874AA_AS
YER_AA3154AA	IP612	traces-0lotUnk;ILLUMINA;Paired;;NA				1970				Asia	Myanmar							Achtman	Orientalis	637	Yersinia pestis		1.ORI2 node r							2017-01-19	2017-07-24	YER_AA3154AA	Assembled	373	3.51	42891	4671464	Yersinia pestis;100.0%	235	2144	YER_CA8876AA_AS
YER_AA3155AA	IP1221	traces-0VzEhaL;ILLUMINA;Paired;;NA				1985				Asia	Vietnam							Achtman	Orientalis	Y.p. 302LB	Yersinia pestis		1.ORI2 node q							2017-01-19	2017-07-24	YER_AA3155AA	Assembled	92	3.51	34925	4680178	Yersinia pestis;100.0%	292	10312	YER_CA8877AA_AS
YER_AA3156AA	IP696	traces-0xoaIda;ILLUMINA;Paired;;NA				1952				Europe	Germany							Achtman	Orientalis	Hamburg 26	Yersinia pestis		1.ORI2  node k							2017-01-19	2017-07-24	YER_AA3156AA	Assembled	81	3.51	35394	4569073	Yersinia pestis;100.0%	406	30305	YER_CA8878AA_AS
YER_AA3157AA	IP568	traces-0SrdEdt;ILLUMINA;Paired;;NA				1967				South America	Brazil							Achtman	Orientalis	Exu 53	Yersinia pestis		1.ORI2 node f							2017-01-19	2017-07-24	YER_AA3157AA	Assembled	118	3.51	33545	4755158	Yersinia pestis;99.62%	547	19524	YER_CA8879AA_AS
YER_AA3158AA	F1954001 ??	traces-0MaxUYK;ILLUMINA;Paired;;NA				1954				Asia	China							Achtman	Orientalis	F1984001	Yersinia pestis		1.ORI2  node t							2017-01-19	2017-07-24	YER_AA3158AA	Assembled	93	3.51	33746	4675112	Yersinia pestis;100.0%	313	13306	YER_CA8880AA_AS
YER_AA3159AA	F1953005	traces-0xrQXao;ILLUMINA;Paired;;NA				1953				Asia	China							Achtman	Orientalis	F1953003	Yersinia pestis		1.ORI2  node o							2017-01-19	2017-07-24	YER_AA3159AA	Assembled	114	3.51	35072	4485851	Yersinia pestis;100.0%	300	13725	YER_CA8881AA_AS
YER_AA3160AA	F1955003	traces-0yOvFhb;ILLUMINA;Paired;;NA				1955				Asia	China							Achtman	Orientalis	F1955001	Yersinia pestis		1.ORI2  node o							2017-01-19	2017-07-24	YER_AA3160AA	Assembled	128	3.51	34745	4553238	Yersinia pestis;100.0%	414	12198	YER_CA8882AA_AS
YER_AA3161AA	F1984004	traces-0FEJsTw;ILLUMINA;Paired;;NA				1984				Asia	China							Achtman	Orientalis	F1984003	Yersinia pestis		1.ORI2 node t							2017-01-19	2017-07-24	YER_AA3161AA	Assembled	90	3.51	39363	4669897	Yersinia pestis;100.0%	331	18476	YER_CA8883AA_AS
YER_AA3199AA	Yp3009	SRR4175414;ILLUMINA;Paired;;SRX2140635	Wild Animal	Invertebrates	Siphonaptera	2007				Africa	Madagascar					-18.46	46.52	Northern Arizona University			Yersinia pestis			PRJNA341721	SRP086709	SAMN05731677	SRS1672558			2017-11-15	2017-08-29	YER_AA3199AA	Assembled	87	3.61	44655	4684874	Yersinia pestis;100.0%	214	26238	YER_CA9564AA_AS
YER_AA3200AA	Yp3017	SRR4175444;ILLUMINA;Paired;;SRX2140665	Human	Human	Homo sapiens	2007				Africa	Madagascar					-18.46	46.52	Northern Arizona University			Yersinia pestis			PRJNA341721	SRP086709	SAMN05731686	SRS1672588			2017-11-15	2017-08-29	YER_AA3200AA	Assembled	61	3.61	45257	4661293	Yersinia pestis;100.0%	210	9846	YER_CA9594AA_AS
YER_AA3201AA	Yp3019	SRR4175443;ILLUMINA;Paired;;SRX2140664	Human	Human	Homo sapiens	2008				Africa	Madagascar					-18.46	46.52	Northern Arizona University			Yersinia pestis			PRJNA341721	SRP086709	SAMN05731685	SRS1672587			2017-11-15	2017-08-29	YER_AA3201AA	Assembled	109	3.61	47640	4661892	Yersinia pestis;100.0%	193	4573	YER_CA9593AA_AS
