id	BioSample_id	BioSampleAccession	BioSampleAccessionSecondary	BioSampleBioProjectAccession	BioSampleSRAAccession	BioSampleTitle	BioSampleName	BioSampleType	BioSamplePackage	BioSampleInfraspecies	BioSampleOrganism	BioSampleOrganismAlt	BioSampleSubSpecies	BioSampleStrain	BioSampleTaxonomyID	BioSampleBiovar	BioSampleCollectionDate	BioSampleGeographicLocation	BioSampleHost	BioSampleHostDisease	BioSampleIsolateNameAlias	BioSampleIsolationSource	BioSampleLat	BioSampleLatLon	BioSampleLon	BioSampleDate	BioSampleModificationDate	BioSamplePublicationDate	BioSampleOrganization	BioSampleComment
1158	2402993	SAMN02402993	SAMN00115138	PRJNA47685	SRS116671	Generic sample from Yersinia pestis 2	ADOX	None	Generic.1.0	strain: 2	None	Yersinia pestis 2	None	2	755866	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute	REMOVE: Duplicate metadata record
1159	2402992	SAMN02402992	SAMN00115137	PRJNA47685	SRS116670	Generic sample from Yersinia pestis 164	ADOW	None	Generic.1.0	strain: 164	None	Yersinia pestis 164	None	164	755861	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute	REMOVE: Duplicate metadata record
1160	2402991	SAMN02402991	SAMN00115135	PRJNA47685	SRS116668	Generic sample from Yersinia pestis 12	ADOV	None	Generic.1.0	strain: 12	None	Yersinia pestis 12	None	12	755859	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute	REMOVE: Duplicate metadata record
1161	2402990	SAMN02402990	None	PRJNA167473	None	Generic sample from Yersinia pestis 2501	AKVQ	None	Generic.1.0	strain: 2501	None	Yersinia pestis 2501	None	2501	1194970	None	None	China: Junggar Basin, Xinjiang	Rhombomys opimus	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute	REMOVE: Duplicate metadata record
1162	1991280	SAMN01991280	None	PRJNA194125	SRS429134	Generic sample from Yersinia pestis	AS200901509	None	Generic.1.0	strain: AS200901509	None	Yersinia pestis AS200901509	None	AS200901509	1310207	None	2009	USA: NM	prairie dog	None	None	liver/spleen	None	None	None	2013/03/27	2014/03/06	2013/03/27	CosmosID Inc.	KEEP
1163	1991278	SAMN01991278	None	PRJNA194125	SRS429131	Generic sample from Yersinia pestis	V-6486	None	Generic.1.0	strain: V-6486	None	Yersinia pestis V-6486	None	V-6486	1310206	None	None	USA: NM	Llama	None	None	None	None	None	None	2013/03/27	2014/03/06	2013/03/27	CosmosID Inc.	KEEP
1164	1991277	SAMN01991277	None	PRJNA194125	SRS429130	Generic sample from Yersinia pestis	AS_200900596	None	Generic.1.0	strain: AS 200900596	None	Yersinia pestis AS 200900596	None	AS200900596	1310205	None	2009	USA	rabbit	None	None	liver/spleen	None	None	None	2013/03/27	2014/03/06	2013/03/27	CosmosID Inc.	KEEP
1165	1991276	SAMN01991276	None	PRJNA194125	SRS429128	Generic sample from Yersinia pestis	AS_2509	None	Generic.1.0	strain: AS 2509	None	Yersinia pestis AS 2509	None	AS2509	1310204	None	2004	USA: NM	Rodent	None	None	None	None	None	None	2013/03/27	2014/03/06	2013/03/27	CosmosID Inc.	KEEP
1166	1991275	SAMN01991275	None	PRJNA194125	SRS429129	Generic sample from Yersinia pestis	3357	None	Generic.1.0	strain: 3357	None	Yersinia pestis 3357	None	3357	1310203	None	1999	USA: NM	mountain lion	None	None	None	None	None	None	2013/03/27	2014/03/06	2013/03/27	CosmosID Inc.	KEEP
1167	1991274	SAMN01991274	None	PRJNA194125	SRS429127	Generic sample from Yersinia pestis	2772	None	Generic.1.0	strain: 2772	None	Yersinia pestis 2772	None	2772	1310202	None	1984	USA: NM	Cat	None	None	None	None	None	None	2013/03/27	2014/03/06	2013/03/27	CosmosID Inc.	KEEP
1168	1991267	SAMN01991267	None	PRJNA194125	SRS424547	Generic sample from Yersinia pestis	Java_(D88)	None	Generic.1.0	strain: Java (D88)	None	Yersinia pestis Java (D88)	None	Java-D88	1310195	None	None	Far East	None	None	None	None	None	None	None	2013/03/27	2014/03/06	2013/03/27	CosmosID Inc.	KEEP
1169	1991266	SAMN01991266	None	PRJNA194125	SRS424548	Generic sample from Yersinia pestis	Kimberley_(D17)	None	Generic.1.0	strain: Kimberley (D17)	None	Yersinia pestis Kimberley (D17)	None	Kimberley-D17	1310194	None	None	Near East	None	None	None	None	None	None	None	2013/03/27	2014/03/06	2013/03/27	CosmosID Inc.	KEEP
1170	1991265	SAMN01991265	None	PRJNA194125	SRS424549	Generic sample from Yersinia pestis	KUMA_(D11)	None	Generic.1.0	strain: KUMA (D11)	None	Yersinia pestis KUMA (D11)	None	KUMA-D11	1310193	None	None	China: Manchuria	None	None	None	None	None	None	None	2013/03/27	2014/03/06	2013/03/27	CosmosID Inc.	KEEP
1171	1991264	SAMN01991264	None	PRJNA194125	SRS424550	Generic sample from Yersinia pestis	TS_(D5)	None	Generic.1.0	strain: TS (D5)	None	Yersinia pestis TS (D5)	None	TS-D5	1310192	None	None	Far East	None	None	None	None	None	None	None	2013/03/27	2014/03/06	2013/03/27	CosmosID Inc.	KEEP
1172	1991263	SAMN01991263	None	PRJNA194125	SRS424551	Generic sample from Yersinia pestis	8607116	None	Generic.1.0	strain: 8607116	None	Yersinia pestis 8607116	None	8607116	1310191	None	None	USA: NM	Dog	None	None	None	None	None	None	2013/03/27	2014/03/06	2013/03/27	CosmosID Inc.	KEEP
1173	1991262	SAMN01991262	None	PRJNA194125	SRS424552	Generic sample from Yersinia pestis	1866	None	Generic.1.0	strain: 1866	None	Yersinia pestis 1866	None	1866	1310190	None	None	USA: NM	Squirrel	None	None	None	None	None	None	2013/03/27	2014/03/06	2013/03/27	CosmosID Inc.	KEEP
1174	1991261	SAMN01991261	None	PRJNA194125	SRS424553	Generic sample from Yersinia pestis	4139	None	Generic.1.0	strain: 4139	None	Yersinia pestis 4139	None	4139	1310189	None	1995	USA: NM	cat	None	None	None	None	None	None	2013/03/27	2014/03/06	2013/03/27	CosmosID Inc.	KEEP
1175	1902219	SAMN01902219	None	PRJNA38409	SRS388211	General Sample for Yersinia pestis str. G1670E	G1670E	None	Generic.1.0	strain: G1670E	None	Yersinia pestis G1670E	None	G1670E	1325475	None	None	None	None	None	None	None	None	None	None	2013/01/29	2014/03/06	2013/01/29	US Army Edgewood Chemical Biological Center	KEEP
1176	2141505	SAMN02141505	SAMN00704255	PRJNA64395	SRS256169	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-103	MS100011613	None	MIGS.ba.5.0	strain: PY-103	None	Yersinia pestis PY-103	None	PY-103	992184	None	2010	Peru:Ascope, Chicama, La Libertad, AA.HH.	southern opossum	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1177	2141504	SAMN02141504	SAMN00704256	PRJNA64393	SRS256170	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-102	MS100011612	None	MIGS.ba.5.0	strain: PY-102	None	Yersinia pestis PY-102	None	PY-102	992183	None	2010	Peru:Ascope, Chicama, Sausal	southern opossum	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1178	2141502	SAMN02141502	SAMN00704253	PRJNA64389	SRS256167	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-100	MS100011610	None	MIGS.ba.5.0	strain: PY-100	None	Yersinia pestis PY-100	None	PY-100	992181	None	2010	Peru:Ascope, Chicama, La Libertad, AA.HH.	Norway rat	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1179	2141501	SAMN02141501	SAMN00706783	PRJNA64387	SRS256247	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-99	MS100011609	None	MIGS.ba.5.0	strain: PY-99	None	Yersinia pestis PY-99	None	PY-99	992180	None	2010	Peru:Ascope, Chicama, La Libertad, AA.HH.	Norway rat	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1180	2141499	SAMN02141499	SAMN00706754	PRJNA64383	SRS256218	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-96	MS100011607	None	MIGS.ba.5.0	strain: PY-96	None	Yersinia pestis PY-96	None	PY-96	992178	None	2010	Peru:Ascope, Chicama, Sausal	dog	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1181	2141498	SAMN02141498	SAMN00706753	PRJNA64381	SRS256217	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-95	MS100011606	None	MIGS.ba.5.0	strain: PY-95	None	Yersinia pestis PY-95	None	PY-95	992177	None	2010	Peru:Chota	black rat	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1182	2141497	SAMN02141497	SAMN00706752	PRJNA64379	SRS256216	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-94	MS100011605	None	MIGS.ba.5.0	strain: PY-94	None	Yersinia pestis PY-94	None	PY-94	992176	None	2010	Peru:Chota	black rat	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1183	2141496	SAMN02141496	SAMN00706751	PRJNA64377	SRS256215	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-93	MS100011604	None	MIGS.ba.5.0	strain: PY-93	None	Yersinia pestis PY-93	None	PY-93	992175	None	2010	Peru:Chota	black rat	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1184	2141495	SAMN02141495	SAMN00704295	PRJNA64375	SRS256209	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-92	MS100011603	None	MIGS.ba.5.0	strain: PY-92	None	Yersinia pestis PY-92	None	PY-92	992174	None	2010	Peru:Chota	black rat	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1185	2141494	SAMN02141494	SAMN00704294	PRJNA64373	SRS256208	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-91	MS100011602	None	MIGS.ba.5.0	strain: PY-91	None	Yersinia pestis PY-91	None	PY-91	992173	None	2010	Peru:Chota	black rat	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1186	2141493	SAMN02141493	SAMN00704293	PRJNA64371	SRS256207	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-90	MS100011601	None	MIGS.ba.5.0	strain: PY-90	None	Yersinia pestis PY-90	None	PY-90	992172	None	2010	Peru:Pacasmayo, Guadalupe, Mariscal Castilla	Norway rat	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1187	2141492	SAMN02141492	SAMN00704292	PRJNA64369	SRS256206	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-89	MS100011600	None	MIGS.ba.5.0	strain: PY-89	None	Yersinia pestis PY-89	None	PY-89	992171	None	2010	Peru:Pacasmayo, Guadalupe, Mariscal Castilla	Norway rat	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1188	2141491	SAMN02141491	SAMN00704291	PRJNA64367	SRS256205	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-88	MS100011599	None	MIGS.ba.5.0	strain: PY-88	None	Yersinia pestis PY-88	None	PY-88	992170	None	2010	Peru:Pacasmayo, Guadalupe, Mariscal Castilla	black rat	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1189	2141490	SAMN02141490	SAMN00704290	PRJNA64365	SRS256204	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-76	MS100011598	None	MIGS.ba.5.0	strain: PY-76	None	Yersinia pestis PY-76	None	PY-76	992169	None	2010	Peru:Ascope, Chicama, La Libertad, AA.HH.	cotton rat	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1190	2141489	SAMN02141489	SAMN00704289	PRJNA64363	SRS256203	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-72	MS100011597	None	MIGS.ba.5.0	strain: PY-72	None	Yersinia pestis PY-72	None	PY-72	992168	None	2010	Peru:Ascope, Chicama, La Libertad, AA.HH.	black rat	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1191	2141488	SAMN02141488	SAMN00704288	PRJNA64361	SRS256202	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-71	MS100011596	None	MIGS.ba.5.0	strain: PY-71	None	Yersinia pestis PY-71	None	PY-71	992167	None	2010	Peru:Ascope, Chicama, La Libertad, AA.HH.	black rat	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1192	2141487	SAMN02141487	SAMN00704284	PRJNA64359	SRS256198	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-66	MS100011595	None	MIGS.ba.5.0	strain: PY-66	None	Yersinia pestis PY-66	None	PY-66	992166	None	2010	Peru:Trujillo, Salaverry, ENAPU	Norway rat	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1193	2141486	SAMN02141486	SAMN00704287	PRJNA64357	SRS256201	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-65	MS100011594	None	MIGS.ba.5.0	strain: PY-65	None	Yersinia pestis PY-65	None	PY-65	992165	None	2010	Peru:Trujillo, Salaverry, ENAPU	Norway rat	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1194	2141485	SAMN02141485	SAMN00704283	PRJNA64355	SRS256197	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-64	MS100011593	None	MIGS.ba.5.0	strain: PY-64	None	Yersinia pestis PY-64	None	PY-64	992164	None	2010	Peru:Trujillo, Salaverry, ENAPU	Norway rat	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1195	2141484	SAMN02141484	SAMN00704282	PRJNA64353	SRS256196	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-63	MS100011592	None	MIGS.ba.5.0	strain: PY-63	None	Yersinia pestis PY-63	None	PY-63	992163	None	2010	Peru:Trujillo, Salaverry, ENAPU	Norway rat	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1196	2141483	SAMN02141483	SAMN00704281	PRJNA64351	SRS256195	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-61	MS100011591	None	MIGS.ba.5.0	strain: PY-61	None	Yersinia pestis PY-61	None	PY-61	992162	None	2010	Peru:Trujillo, El Milagro, Sector 9	Norway rat	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1197	2141482	SAMN02141482	SAMN00704286	PRJNA64349	SRS256200	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-60	MS100011590	None	MIGS.ba.5.0	strain: PY-60	None	Yersinia pestis PY-60	None	PY-60	992161	None	2010	Peru:Trujillo, El Milagro, Sector 9	Norway rat	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1198	2141481	SAMN02141481	SAMN00704280	PRJNA64347	SRS256194	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-59	MS100011589	None	MIGS.ba.5.0	strain: PY-59	None	Yersinia pestis PY-59	None	PY-59	992160	None	2010	Peru:Ascope	black rat	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1199	2141480	SAMN02141480	SAMN00704279	PRJNA64345	SRS256193	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-58	MS100011588	None	MIGS.ba.5.0	strain: PY-58	None	Yersinia pestis PY-58	None	PY-58	992159	None	2010	Peru:Ascope, Chicama, La Libertad, AA.HH.	Norway rat	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1200	2141479	SAMN02141479	SAMN00704285	PRJNA64343	SRS256199	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-56	MS100011587	None	MIGS.ba.5.0	strain: PY-56	None	Yersinia pestis PY-56	None	PY-56	992158	None	2010	Peru:Ascope, Chicama, La Libertad, AA.HH.	dog	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1201	2141478	SAMN02141478	SAMN00704275	PRJNA64341	SRS256189	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-55	MS100011586	None	MIGS.ba.5.0	strain: PY-55	None	Yersinia pestis PY-55	None	PY-55	992157	None	2010	Peru:Ascope, Chicama, Sector Peaje	dog	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1202	2141477	SAMN02141477	SAMN00704271	PRJNA64339	SRS256185	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-54	MS100011585	None	MIGS.ba.5.0	strain: PY-54	None	Yersinia pestis PY-54	None	PY-54	992156	None	2010	Peru:Ascope, Chicama, Sector Peaje	dog	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1203	2141476	SAMN02141476	SAMN00704274	PRJNA64337	SRS256188	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-53	MS100011584	None	MIGS.ba.5.0	strain: PY-53	None	Yersinia pestis PY-53	None	PY-53	992155	None	2010	Peru:Ascope, Chicama, Sector Peaje	dog	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1204	2141475	SAMN02141475	SAMN00704276	PRJNA64335	SRS256190	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-52	MS100011583	None	MIGS.ba.5.0	strain: PY-52	None	Yersinia pestis PY-52	None	PY-52	992154	None	2010	Peru:Ascope, Chicama, Sector Peaje	dog	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1205	2141474	SAMN02141474	SAMN00704278	PRJNA64333	SRS256192	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-48	MS100011582	None	MIGS.ba.5.0	strain: PY-48	None	Yersinia pestis PY-48	None	PY-48	992153	None	2010	Peru:Ascope, Chicama, La Libertad, AA.HH.	house mouse	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1206	2141473	SAMN02141473	SAMN00704273	PRJNA64331	SRS256187	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-47	MS100011581	None	MIGS.ba.5.0	strain: PY-47	None	Yersinia pestis PY-47	None	PY-47	992152	None	2010	Peru:Ascope, Casa Grande, Mocan	domestic cat	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1207	2141472	SAMN02141472	SAMN00704277	PRJNA64329	SRS256191	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-46	MS100011580	None	MIGS.ba.5.0	strain: PY-46	None	Yersinia pestis PY-46	None	PY-46	992151	None	2010	Peru:Ascope, San Antonio	domestic cat	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1208	2141471	SAMN02141471	SAMN00704272	PRJNA64327	SRS256186	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-45	MS100011579	None	MIGS.ba.5.0	strain: PY-45	None	Yersinia pestis PY-45	None	PY-45	992150	None	2010	Peru:Ascope, Chicama, La Libertad, AA.HH.	house mouse	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1209	2141470	SAMN02141470	SAMN00704270	PRJNA64325	SRS256184	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-42	MS100011578	None	MIGS.ba.5.0	strain: PY-42	None	Yersinia pestis PY-42	None	PY-42	992149	None	2010	Peru:Ascope, Chicama, La Libertad, AA.HH.	house mouse	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1210	2141469	SAMN02141469	SAMN00704268	PRJNA64323	SRS256182	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-36	MS100011577	None	MIGS.ba.5.0	strain: PY-36	None	Yersinia pestis PY-36	None	PY-36	992148	None	2010	Peru:Ascope, Casa Grande, Mocan	house mouse	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1211	2141468	SAMN02141468	SAMN00704267	PRJNA64321	SRS256181	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-34	MS100011576	None	MIGS.ba.5.0	strain: PY-34	None	Yersinia pestis PY-34	None	PY-34	992147	None	2010	Peru:Ascope, Chicama, La Libertad, AA.HH.	domestic cat	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1212	2141466	SAMN02141466	SAMN00704266	PRJNA64317	SRS256180	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-29	MS100011574	None	MIGS.ba.5.0	strain: PY-29	None	Yersinia pestis PY-29	None	PY-29	992145	None	2010	Peru:Ascope, Chicama, La Libertad, AA.HH.	house mouse	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1213	2141465	SAMN02141465	SAMN00704265	PRJNA64315	SRS256179	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-25	MS100011573	None	MIGS.ba.5.0	strain: PY-25	None	Yersinia pestis PY-25	None	PY-25	992144	None	2010	Peru:Ascope, Chicama, La Libertad, AA.HH.	house mouse	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1214	2141464	SAMN02141464	SAMN00704252	PRJNA64313	SRS256166	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-19	MS100011572	None	MIGS.ba.5.0	strain: PY-19	None	Yersinia pestis PY-19	None	PY-19	992143	None	2010	Peru:Ascope, Casa Grande, Toma Jauregui	rodent	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1215	2141461	SAMN02141461	SAMN00704249	PRJNA64307	SRS256163	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-14	MS100011569	None	MIGS.ba.5.0	strain: PY-14	None	Yersinia pestis PY-14	None	PY-14	992140	None	2009	Peru:Ascope, Casa Grande, Toma Jauregui	black rat	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1216	2141454	SAMN02141454	SAMN00704241	PRJNA64293	SRS256155	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-07	MS100011562	None	MIGS.ba.5.0	strain: PY-07	None	Yersinia pestis PY-07	None	PY-07	992133	None	2006	Peru:Chota, San Juan de Licupis, Pay Pay	black rat	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1217	2141453	SAMN02141453	SAMN00704240	PRJNA64291	SRS256154	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-06	MS100011561	None	MIGS.ba.5.0	strain: PY-06	None	Yersinia pestis PY-06	None	PY-06	992132	None	2006	Peru:Chota, San Juan de Licupis, Pay Pay	guinea pig	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1218	2141452	SAMN02141452	SAMN00704239	PRJNA64289	SRS256153	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-05	MS100011560	None	MIGS.ba.5.0	strain: PY-05	None	Yersinia pestis PY-05	None	PY-05	992131	None	2006	Peru:Chota, San Juan de Licupis, Pay Pay	black rat	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1219	2141451	SAMN02141451	SAMN00704077	PRJNA64287	SRS255995	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-04	MS100011559	None	MIGS.ba.5.0	strain: PY-04	None	Yersinia pestis PY-04	None	PY-04	992130	None	2006	Peru:Chota, San Juan de Licupis, Pay Pay	black rat	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1220	2141450	SAMN02141450	SAMN00704075	PRJNA64285	SRS255993	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-03	MS100011558	None	MIGS.ba.5.0	strain: PY-03	None	Yersinia pestis PY-03	None	PY-03	992129	None	2006	Peru:Jaen, Santo Domingo de la Capilla, Chamana	black rat	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
1221	2141449	SAMN02141449	SAMN00710637	PRJNA64283	SRS258342	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-02	MS100011557	None	MIGS.ba.5.0	strain: PY-02	None	Yersinia pestis PY-02	None	PY-02	992128	None	2006	Peru:Jaen, Santo Domingo de la Capilla, Chamana	black rat	None	None	None	None	missing	None	2013/05/10	2014/02/25	2013/05/10	University of Maryland School of Medicine, Institute for Genome Sciences	REMOVE: Duplicate metadata record
