id	BioProject_id	BioProjectAccession	BioProjectDataType	BioProjectDescription	BioProjectMethodType	BioProjectName	BioProjectTargetCapture	BioProjectTargetMaterial	BioProjectTargetScope	BioProjectTitle	BioProjectType	BioProjectOrganismLabel	BioProjectOrganismStrain	BioProjectSupergroup	BioProjectTaxonomicID	BioProjectRegistrationDate	BioProjectRelevanceMedical	BioProjectSequencingStatus	BioProjectSubmitterOrganization	BioProjectComment
195	239341	PRJNA239341	Genome sequencing	Genome sequencing of Yersinia pestis Shasta	Sequencing	Yersinia pestis strain:Shasta	Whole	Genome	Monoisolate	Yersinia pestis Genome sequencing and assembly	Primary submission	None	Shasta	Bacteria	632	2015/02/09 00:00	yes	Complete	Los Alamos National Laboratory	None
196	239191	PRJNA239191	Genome sequencing and assembly	Brucella melitensis 548 will provide interesting insights into the evolution of this species within the genus Brucella.	Sequencing	Brucella melitensis strain:C-555	Whole	Genome	Monoisolate	Brucella melitensis C-555 Genome sequencing	Primary submission	None	C-555	Bacteria	29459	2014/06/12 00:00	yes	Contigs	The Federal Goverment Health Institution "Stavropol Plague Control Reseach Institute" of the Federal Service for Supervision in the Sphere of Consumer Rights Protection and Human Welfare	None
197	239190	PRJNA239190	Genome sequencing and assembly	Brucella melitensis C-554 will provide interesting insights into the evolution of this species within the genus Brucella.	Sequencing	Brucella melitensis strain:C-554	Whole	Genome	Monoisolate	Brucella melitensis C-554 Genome sequencing	Primary submission	None	C-554	Bacteria	29459	2014/06/12 00:00	yes	Contigs	The Federal Goverment Health Institution "Stavropol Plague Control Reseach Institute" of the Federal Service for Supervision in the Sphere of Consumer Rights Protection and Human Welfare	None
198	238006	PRJNA238006	Genome sequencing and assembly	Brucella suis 1330 Genome sequencing	Sequencing	Brucella suis 1330	Whole	Genome	Monoisolate	Brucella suis 1330 Genome sequencing and assembly	Primary submission	biovar 1	1330	Bacteria	204722	2014/06/11 00:00	None	Contigs	The Federal Goverment Health Institution "Stavropol Plague Control Reseach Institute" of the Federal Service for Supervision in the Sphere of Consumer Rights Protection and Human Welfare	None
199	237115	PRJNA237115	Genome sequencing and assembly	Hylemonella gracilis was isolated from a microcosm of filter sterilized Niagara River water spiked with Yersinia pestis A1122. Over time, H. gracilis became the dominant species in the microcosm while completely eliminating Y. pestis.	Sequencing	Hylemonella gracilis str. Niagara R	Whole	Genome	Monoisolate	Hylemonella gracilis str. Niagara R Genome sequencing and assembly	Primary submission	Niagara R	Niagara R	Bacteria	1458275	2014/03/26 00:00	None	Scaffolds	CUBRC	None
200	236790	PRJNA236790	Genome sequencing and assembly	Brucella melitensis 548 will provide interesting insights into the evolution of this species within the genus Brucella.	Sequencing	Brucella melitensis 548	Whole	Genome	Monoisolate	Brucella melitensis 548 Genome sequencing and assembly	Primary submission	None	548	Bacteria	1457189	2014/03/14 00:00	None	Contigs	The Federal Goverment Health Institution "Stavropol Plague Control Reseach Institute" of the Federal Service for Supervision in the Sphere of Consumer Rights Protection and Human Welfare	None
201	235224	PRJNA235224	Genome sequencing	Genome sequencing of Yersinia pestis CO92	Sequencing	Yersinia pestis CO92	Whole	Genome	Monoisolate	Yersinia pestis CO92 Genome sequencing	Primary submission	None	CO92	Bacteria	214092	2015/02/09 00:00	yes	Complete	Los Alamos National Laboratory	None
202	234351	PRJNA234351	Genome sequencing and assembly	Whole genome shotgun sequence of vaccine strain Yersinia pestis EV NIIEG.	Sequencing	Yersinia pestis EV NIIEG	Whole	Genome	Monoisolate	Yersinia pestis EV NIIEG Genome sequencing	Primary submission	EV NIIEG	EV NIIEG	Bacteria	1455696	2014/03/12 00:00	yes	Contigs	RusRAPI	None
203	231474	PRJNA231474	Genome sequencing	Yersinia pestis Justinian historic genome sequencing	Sequencing	Yersinia pestis Justinian	Targeted Locus/Loci	Genome	Monoisolate	Yersinia pestis Justinian historic genome sequencing	Primary submission	None	Justinian	Bacteria	1436003	2013/12/12 00:00	None	SRA/Trace	McMaster University	None
204	231221	PRJNA231221	Genome sequencing and assembly	In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA’s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species.  Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally:  Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and PacBio sequencing platforms at the Institute for Genome Sciences at the University of Maryland (UMD-IGS). Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases.    The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available.	Sequencing	None	Whole	Genome	Multispecies	Database for Reference Grade Microbial Sequences (FDA-ARGOS)	Primary submission	None	None	None	0	2013/12/11 00:00	yes	Complete	US Food and Drug Administration	None
205	227064	PRJNA227064	Genome sequencing and assembly	This sequencing project of Vibrio cholerae strain was implemented with the collaboration between Federal Budget Institute of Science Central Research Institute for Epidemiology (111123, Russia, Moscow, Novogireevskaya St., 3A) and Federal Government Health Institution Rostov-on-Don Plague Control Research Institute (344002, Russia, Rostov-on-Don, Maxim Gorky St., 117).	Sequencing	Vibrio cholerae O1 biovar El Tor str. Inaba RND18826	Whole	Genome	Multiisolate	Vibrio cholerae O1 biovar El Tor str. Inaba RND18826 Genome sequencing and assembly	Primary submission	None	Inaba RND18826	Bacteria	1416749	2013/12/02 00:00	yes	Contigs	Central Research Institute for Epidemiology	None
206	226196	PRJNA226196	Genome sequencing and assembly	This sequencing project of Vibrio cholerae strain was implemented with the collaboration between Federal Budget Institute of Science Central Research Institute for Epidemiology (111123, Russia, Moscow, Novogireevskaya St., 3A) and Federal Government Health Institution Rostov-on-Don Plague Control Research Institute (344002, Russia, Rostov-on-Don, Maxim Gorky St., 117).	Sequencing	Vibrio cholerae O1 biovar El Tor str. Inaba RND18899	Whole	Genome	Multiisolate	Vibrio cholerae O1 biovar El Tor str. Inaba RND18899 Genome sequencing and assembly	Primary submission	None	Inaba RND18899	Bacteria	1416748	2013/12/02 00:00	yes	Contigs	Central Research Institute for Epidemiology	None
207	226195	PRJNA226195	Genome sequencing and assembly	This sequencing project of Vibrio cholerae strain was implemented with the collaboration between Federal Budget Institute of Science Central Research Institute for Epidemiology (111123, Russia, Moscow, Novogireevskaya St., 3A) and Federal Government Health Institution Rostov-on-Don Plague Control Research Institute (344002, Russia, Rostov-on-Don, Maxim Gorky St., 117).	Sequencing	Vibrio cholerae O1 biovar El Tor str. Ogawa RND19187	Whole	Genome	Multiisolate	Vibrio cholerae O1 biovar El Tor str. Ogawa RND19187 Genome sequencing and assembly	Primary submission	None	Ogawa RND19187	Bacteria	1416747	2013/12/02 00:00	yes	Contigs	Central Research Institute for Epidemiology	None
208	226194	PRJNA226194	Genome sequencing and assembly	This sequencing project of Vibrio cholerae strain was implemented with the collaboration between Federal Budget Institute of Science Central Research Institute for Epidemiology (111123, Russia, Moscow, Novogireevskaya St., 3A) and Federal Government Health Institution Rostov-on-Don Plague Control Research Institute (344002, Russia, Rostov-on-Don, Maxim Gorky St., 117).	Sequencing	Vibrio cholerae O1 biovar El Tor str. Ogawa RND6878	Whole	Genome	Multiisolate	Vibrio cholerae O1 biovar El Tor str. Ogawa RND6878 Genome sequencing and assembly	Primary submission	None	Ogawa RND6878	Bacteria	1416746	2013/12/02 00:00	yes	Contigs	Central Research Institute for Epidemiology	None
209	224116	PRJNA224116	RefSeq Other	NCBI has developed an automatic annotation pipeline that combines ab initio gene prediction algorithms with homology based methods. See more details here. Historically RefSeq prokaryotic genomes retained on author submitted annotation. Annotation from different submitters varies in quality resulting in the inconsistent annotation even in closely related genomes. The NCBI Prokaryotic Annotation Pipeline can produce consistent high quality automatic annotation.	Other	None	Whole	Genome	Multispecies	Refseq Prokaryotic Genome Annotation Project	Primary submission	None	None	None	0	2013/10/23 00:00	None	Complete	NCBI	None
210	208841	PRJNA208841	Genome sequencing and assembly	This is the first report of Y. pestis in a Canadian black tailed prairie dog (Cynomys ludovicianus) population, and the first report of a genetically characterized strain found within Canada.	Sequencing	Yersinia pestis EBD10-058	Whole	Genome	Monoisolate	Yersinia pestis EBD10-058 Genome sequencing	Primary submission	EBD10-058	EBD10-058	Bacteria	1348062	2014/06/12 00:00	yes	Contigs	Public Health Agency of Canada	None
211	208260	PRJNA208260	Genome sequencing	Finished genome sequence of Yersinia pestis 1045 isolated in the Republic of Azerbaijan.	Sequencing	Yersinia pestis 1045	Whole	Genome	Monoisolate	Yersinia pestis 1045 Genome sequencing	Primary submission	None	1045	Bacteria	1345710	2015/07/30 00:00	yes	Chromosome(s)	Los Alamos National Laboratory	None
212	208259	PRJNA208259	Genome sequencing and assembly	Finished genome sequence of Yersinia pestis 14735 isolated in the Republic of Armenia	Sequencing	Yersinia pestis 14735	Whole	Genome	Monoisolate	Yersinia pestis 14735 Genome sequencing	Primary submission	None	14735	Bacteria	1345709	2015/07/29 00:00	yes	Scaffolds	Los Alamos National Laboratory	None
213	208258	PRJNA208258	Genome sequencing	Finished genome sequence of Yersinia pestis 8787 isolated in the Republic of Georgia	Sequencing	Yersinia pestis 8787	Whole	Genome	Monoisolate	Yersinia pestis 8787 Genome sequencing	Primary submission	None	8787	Bacteria	1345708	2015/07/30 00:00	yes	Complete	Los Alamos National Laboratory	None
214	208257	PRJNA208257	Genome sequencing	Finished genome sequence of Yersinia pestis 3770 isolated in the Republic of Georgia	Sequencing	Yersinia pestis 3770	Whole	Genome	Monoisolate	Yersinia pestis 3770 Genome sequencing	Primary submission	None	3770	Bacteria	1345707	2015/07/30 00:00	yes	Complete	Los Alamos National Laboratory	None
215	208254	PRJNA208254	Genome sequencing	Finished genome sequence of Yersinia pestis 3067 isolated in the Republic of Georgia.	Sequencing	Yersinia pestis 3067	Whole	Genome	Monoisolate	Yersinia pestis 3067 Genome sequencing	Primary submission	None	3067	Bacteria	1345706	2015/07/30 00:00	yes	Complete	Los Alamos National Laboratory	None
216	208252	PRJNA208252	Genome sequencing	Finished genome sequence of Yersinia pestis 1522 isolated in the Republic of Armenia	Sequencing	Yersinia pestis 1522	Whole	Genome	Monoisolate	Yersinia pestis 1522 Genome sequencing	Primary submission	None	1522	Bacteria	1345705	2015/07/30 00:00	yes	Complete	Los Alamos National Laboratory	None
217	208251	PRJNA208251	Genome sequencing	Finished genome sequence of Yersinia pestis 1413 isolated in the Republic of Georgia	Sequencing	Yersinia pestis 1413	Whole	Genome	Monoisolate	Yersinia pestis 1413 Genome sequencing	Primary submission	None	1413	Bacteria	1345704	2015/07/30 00:00	yes	Complete	Los Alamos National Laboratory	None
218	208250	PRJNA208250	Genome sequencing	Finished genome sequence of Yersinia pestis 1412 isolated in the Republic of Georgia	Sequencing	Yersinia pestis 1412	Whole	Genome	Monoisolate	Yersinia pestis 1412 Genome sequencing	Primary submission	None	1412	Bacteria	1345703	2015/07/30 00:00	yes	Complete	Los Alamos National Laboratory	None
219	208249	PRJNA208249	Genome sequencing	Finished genome sequence of Yersinia pestis 2944 isolated in Russia	Sequencing	Yersinia pestis 2944	Whole	Genome	Monoisolate	Yersinia pestis 2944 Genome sequencing	Primary submission	None	2944	Bacteria	1345702	2015/07/30 00:00	yes	Complete	Los Alamos National Laboratory	None
220	208248	PRJNA208248	Genome sequencing	Finished genome sequence of Yersinia pestis 790 isolated in the Kyrgyz Republic	Sequencing	Yersinia pestis 790	Whole	Genome	Monoisolate	Yersinia pestis 790 Genome sequencing	Primary submission	None	790	Bacteria	1345701	2015/07/30 00:00	yes	Chromosome(s)	Los Alamos National Laboratory	None
221	208247	PRJNA208247	Genome sequencing and assembly	Finished genome sequence of Yersinia pestis 1670 isolated in the Republic of Georgia	Sequencing	Yersinia pestis 1670	Whole	Genome	Monoisolate	Yersinia pestis 1670 Genome sequencing	Primary submission	None	1670	Bacteria	1345700	2015/07/29 00:00	yes	Contigs	Los Alamos National Laboratory	None
222	208246	PRJNA208246	Genome sequencing	Finished genome sequence of Yersinia pestis 771 isolated in the Republic of Georgia	Sequencing	Yersinia pestis 771	Whole	Genome	Monoisolate	Yersinia pestis 771 Genome sequencing	Primary submission	None	771	Bacteria	1345699	2013/06/12 00:00	yes	SRA/Trace	Los Alamos National Laboratory	None
223	205233	PRJNA205233	Transcriptome or Gene expression	Identification of small noncoding RNAs in Yersinia pestis.	Sequencing	Yersinia pestis subsp. microtus	Whole	Transcriptome	Monoisolate	Yersinia pestis subsp. microtus Transcriptome or Gene expression	Primary submission	None	None	Bacteria	1234659	2013/05/24 00:00	yes	SRA/Trace	Beijing Institute of Microbiology and Epidemiology	None
224	203738	PRJEB2029	Other	The term plague designates a human invasive disease caused by Yersinia pestis that is usually fatal in the absence of antimicrobial treatment. Strain IP674 is a Turkish isolate of Y. pestis.	Sequencing	YPIP674	Whole	Other	Monoisolate	The Yersinia pestis strain IP674 genome	Primary submission	None	None	None	0	2010/02/26 00:00	None	SRA/Trace	SC	None
225	201414	PRJNA201414	Genome sequencing and assembly	Draft genome sequence of Yersinia pestis 24H.  Source of isolation - a rodent, Tatera indica from Hosur (Deccan, India) in 1998.	Sequencing	Yersinia pestis 24H	Whole	Genome	Monoisolate	Yersinia pestis 24H Genome sequencing	Primary submission	None	24H	Bacteria	1330537	2013/10/21 00:00	yes	Scaffolds	National Centre for Cell Science, Pune - 411007, India	None
226	201413	PRJNA201413	Genome sequencing and assembly	Draft genome sequence of Yersinia pestis S3.   Source of isolation - Human from Shimla (Himachal Pradesh, India) in 2002.	Sequencing	Yersinia pestis S3 strain:S3	Whole	Genome	Monoisolate	Yersinia pestis S3 strain:S3 Genome sequencing	Primary submission	None	S3	Bacteria	1330536	2013/10/21 00:00	yes	Scaffolds	National Centre for Cell Science, Pune - 411007, India	None
227	201410	PRJNA201410	Genome sequencing and assembly	Draft genome sequence of Yersinia pestis 113.  Source of isolation - a rodent, Rattus rattus from Surat (Gujrat, India) in 1994.	Sequencing	Yersinia pestis 113	Whole	Genome	Monoisolate	Yersinia pestis 113 Genome sequencing	Primary submission	None	113	Bacteria	1330535	2013/10/21 00:00	yes	Scaffolds	National Centre for Cell Science, Pune - 411007, India	None
228	201408	PRJNA201408	Genome sequencing and assembly	Draft genome sequence of Yersinia pestis 9.  Source of isolation - Human from Surat (Gujrat, India) in 1994.	Sequencing	Yersinia pestis 9 strain:9	Whole	Genome	Monoisolate	Yersinia pestis 9 strain:9 Genome sequencing	Primary submission	None	9	Bacteria	755896	2013/10/21 00:00	yes	Scaffolds	National Centre for Cell Science, Pune - 411007, India	None
229	194125	PRJNA194125	Genome sequencing	Illumina sequencing of barcoded sample library of Yersinia pestis for the study “Investigating the diversity of Yersinia pestis isolates."	Sequencing	Yersinia pestis	Whole	Genome	Multiisolate	Yersinia pestis Genome sequencing	Primary submission	None	None	Bacteria	632	2013/03/25 00:00	None	SRA/Trace	The George Washington University	None
230	188780	PRJNA188780	Genome sequencing and assembly	This strain is a variant of a rhamnose-fermenting Y. pestis strain that exhibits an increased basal mutation rate due to a point mutation in the mutS gene.	Sequencing	Yersinia pestis G1670A	Whole	Genome	Monoisolate	Yersinia pestis G1670A Genome sequencing	Primary submission	G1670A	G1670A	Bacteria	1291550	2013/04/25 00:00	yes	Contigs	US Army Edgewood Chemical Biological Center	None
231	184590	PRJNA184590	Genome sequencing	Whole-genome sequencing reads of isolates from Mahajanga, Madagascar plague outbreak 1991-1999.	Sequencing	Yersinia pestis	Whole	Genome	Multiisolate	Mahajanga Yersinia pestis Genome sequencing	Primary submission	None	None	Bacteria	632	2012/12/21 00:00	yes	SRA/Trace	Northern Arizona University Center for Microbial Genetics and Genomics	None
232	181289	PRJNA181289	Transcriptome or Gene expression	Alternative cleavage and polyadenylation (APA) generates diverse mRNA isoforms. We developed 3 region extraction and deep sequencing (3READS) to address mispriming issues that commonly plague poly(A) site (pA) identification, and we used the method to comprehensively map pAs in the mouse genome. Thorough annotation of gene 3 ends revealed over 5,000 previously overlooked pAs (~8% of total) flanked by A-rich sequences, underscoring the necessity of using an accurate tool for pA mapping. About 79% of mRNA genes and 66% of long noncoding RNA genes undergo APA, but these two gene types have distinct usage patterns for pAs in introns and upstream exons. Quantitative analysis of APA isoforms by 3READS indicated that promoter-distal pAs, regardless of intron or exon locations, become more abundant during embryonic development and cell differentiation and that upregulated isoforms have stronger pAs, suggesting global modulation of the 3 end–processing activity in development and differentiation. Overall design: 3READS to map pAs in mouse genome	Sequencing	Mus musculus	Whole	Transcriptome	Multiisolate	Analysis of alternative cleavage and polyadenylation by 3 region extraction and deep sequencing	Primary submission	None	None	Eukaryotes	10090	2012/11/19 00:00	None	SRA/Trace	Northwestern University	None
233	169908	PRJNA169908	Genome sequencing and assembly	The plague is a zoonotic disease caused by the bacterium Yersinia pestis which when untreated can kill up to 60% of infected patients. A strain of Y. pestis was isolated from a recent outbreak of pneumonic plague in Trujillo. 	Sequencing	Yersinia pestis INS	Whole	Genome	Monoisolate	Yersinia pestis INS Genome sequencing	Primary submission	None	INS	Bacteria	1159617	2012/11/09 00:00	yes	Contigs	Instituto Nacional de Salud	None
234	167473	PRJNA167473	Genome sequencing and assembly	A new natural plague focus emerged in Junggar Basin region since 2005.We selected strain 2501 that isolated from the main host, Rhombomys opimus, of this region to decipher its genome by the next-generation sequencing technology. The genome sequence of strain 2501 will help to provide information on the evolution and spread process of Y. pestis from other foci to this region, as well as improve the survillence and control the plague epidemic in the local focus.	Sequencing	Yersinia pestis 2501	Whole	Genome	Monoisolate	Yersinia pestis 2501 Genome sequencing	Primary submission	2501	2501	Bacteria	1194970	2012/07/02 00:00	yes	Scaffolds	BGI	None
235	73113	PRJNA73113	Genome sequencing and assembly	This project aims to characterize the genetic diversity of a geographically confined subset of North American Yersinia pestis strains.  	Sequencing	Yersinia pestis biovar Orientalis str. AS200901509	Whole	Genome	Monoisolate	Genomic biosurveillance of 2009 epizootic Yersinia pestis in New Mexico, USA	Primary submission	None	AS200901509	Bacteria	1084234	2012/03/22 00:00	yes	Contigs	US Army Edgewood Chemical Biological Center	None
236	73111	PRJNA73111	Genome sequencing and assembly	This project aims to characterize the genetic diversity of a geographically confined subset of North American Yersinia pestis strains.  	Sequencing	Yersinia pestis biovar Orientalis str. AS200901434	Whole	Genome	Monoisolate	Genomic biosurveillance of 2009 epizootic Yersinia pestis in New Mexico, USA	Primary submission	None	AS200901434	Bacteria	1084233	2012/03/22 00:00	yes	Contigs	US Army Edgewood Chemical Biological Center	None
237	73109	PRJNA73109	Genome sequencing and assembly	This project aims to characterize the genetic diversity of a geographically confined subset of North American Yersinia pestis strains.  	Sequencing	Yersinia pestis biovar Orientalis str. AS200902147	Whole	Genome	Monoisolate	Genomic biosurveillance of 2009 epizootic Yersinia pestis in New Mexico, USA	Primary submission	None	AS200902147	Bacteria	1084232	2012/03/22 00:00	yes	Contigs	US Army Edgewood Chemical Biological Center	None
238	73107	PRJNA73107	Genome sequencing and assembly	This project aims to characterize the genetic diversity of a geographically confined subset of North American Yersinia pestis strains.  	Sequencing	Yersinia pestis biovar Orientalis str. BA200902009	Whole	Genome	Monoisolate	Genomic biosurveillance of 2009 epizootic Yersinia pestis in New Mexico, USA	Primary submission	None	BA200902009	Bacteria	1084231	2012/03/22 00:00	yes	Contigs	US Army Edgewood Chemical Biological Center	None
239	73105	PRJNA73105	Genome sequencing and assembly	This project aims to characterize the genetic diversity of a geographically confined subset of North American Yersinia pestis strains.  	Sequencing	Yersinia pestis biovar Orientalis str. BA200901990	Whole	Genome	Monoisolate	Genomic biosurveillance of 2009 epizootic Yersinia pestis in New Mexico, USA	Primary submission	None	BA200901990	Bacteria	1084230	2012/03/22 00:00	yes	Contigs	US Army Edgewood Chemical Biological Center	None
240	73103	PRJNA73103	Genome sequencing and assembly	This project aims to characterize the genetic diversity of a geographically confined subset of North American Yersinia pestis strains.  	Sequencing	Yersinia pestis biovar Orientalis str. BA200901703	Whole	Genome	Monoisolate	Genomic biosurveillance of 2009 epizootic Yersinia pestis in New Mexico, USA	Primary submission	None	BA200901703	Bacteria	1084229	2012/03/22 00:00	yes	Contigs	US Army Edgewood Chemical Biological Center	None
241	73101	PRJNA73101	Genome sequencing and assembly	This project aims to characterize the genetic diversity of a geographically confined subset of North American Yersinia pestis strains.  	Sequencing	Yersinia pestis biovar Orientalis str. AS200901156	Whole	Genome	Monoisolate	Genomic biosurveillance of 2009 epizootic Yersinia pestis in New Mexico, USA	Primary submission	None	AS200901156	Bacteria	1084228	2012/03/22 00:00	yes	Contigs	US Army Edgewood Chemical Biological Center	None
242	73099	PRJNA73099	Genome sequencing and assembly	This project aims to characterize the genetic diversity of a geographically confined subset of North American Yersinia pestis strains.  	Sequencing	Yersinia pestis biovar Orientalis str. AS200901539	Whole	Genome	Monoisolate	Genomic biosurveillance of 2009 epizootic Yersinia pestis in New Mexico, USA	Primary submission	None	AS200901539	Bacteria	1084227	2012/03/22 00:00	yes	Contigs	US Army Edgewood Chemical Biological Center	None
243	72923	PRJNA72923	Genome sequencing and assembly	This project aims to characterize the genetic diversity of a geographically confined subset of North American Yersinia pestis strains.  	Sequencing	Yersinia pestis biovar Orientalis str. BA200901799	Whole	Genome	Monoisolate	Genomic biosurveillance of 2009 epizootic Yersinia pestis in New Mexico, USA	Primary submission	None	BA200901799	Bacteria	1084226	2012/03/22 00:00	yes	Contigs	US Army Edgewood Chemical Biological Center	None
244	67155	PRJNA67155	Genome sequencing	Centers for Disease Control and Prevention (CDC)  Yersinia. This genus consists of 11 species, 3 of which are human pathogens. Specific virulence factors are encoded within pathogenicity islands (PAIs) that are required for the invasive phenotype associated with Yersinia infections. These PAIs may be carried on extrachromosomal plasmids or on the chromosome. One key virulence plasmid contained by the three human-specific pathogens is pCD1/pYv, which encodes a type III secretion system for the delivery of virulence proteins that contribute to internalization into the host cell.  Yersinia pestis. This species was originally described by Institut Pasteur scientist Andre Yersin in 1894 in Hong Kong. It is the causative agent of plague (bubonic and pulmonary) a devastating disease which has killed millions worldwide. The organism can be transmitted from rats to humans through the bite of an infected flea or from human-to-human through the air during widespread infection. Yersinia pestis is an extremely pathogenic organism that requires very few numbers in order to cause disease, and is often lethal if left untreated. The organism is enteroinvasive, and can survive and propagate in macrophages prior to spreading systemically throughout the host. Yersinia pestis consists of three biotypes or serovars, Antiqua, Mediavalis, and Orientalis, that are associated with three major pandemics throughout human history. The first occurred during the first millenium, the second occurred from 1300 up to the 19th century (Black Death), and the third started in China during the 19th century and continues to this day. A fourth biovar type has been proposed, Microtus.   Yersinia pestis contains multiple copies of insertion elements, especially IS100, as compared to other Yersinia spp., and 2 species-specific plasmids, pMT1 and pPCP1. pMT1 encodes a protein, murine toxin, that aids rat-to-human transmission by enhancing survival of the organism in the flea midgut. Deep tissue invasion is due to the presence of a plasminogen activator encoded on the pPCP1 plasmid. Yersinia pestis also contains a PAI on the chromosome that is similar to the SPI-2 PAI from Salmonella that allows intracellular survival in the organism.     A1122. Strain A1122 grows on almost all isolates of Yersinia pestis and is used by the Centers for Disease Control and Prevention as a diagnostic agent for the causative agent of plague. The sample used for this project was obtained from the CDC.  	Sequencing	Yersinia pestis A1122	Whole	Genome	Monoisolate	Yersinia pestis A1122 genome sequencing project.	Primary submission	None	A1122	Bacteria	1035377	2011/08/05 00:00	None	Complete	Los Alamos National Lab	None
245	64397	PRJNA64397	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-113	Whole	Genome	Monoisolate	Yersinia pestis PY-113 Genome sequencing project	Primary submission	None	PY-113	Bacteria	992185	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences	None
246	64395	PRJNA64395	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-103	Whole	Genome	Monoisolate	Yersinia pestis PY-103 Genome sequencing project	Primary submission	None	PY-103	Bacteria	992184	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences	None
247	64393	PRJNA64393	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-102	Whole	Genome	Monoisolate	Yersinia pestis PY-102 Genome sequencing project	Primary submission	None	PY-102	Bacteria	992183	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences	None
248	64391	PRJNA64391	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-101	Whole	Genome	Monoisolate	Yersinia pestis PY-101 Genome sequencing project	Primary submission	None	PY-101	Bacteria	992182	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences	None
249	64389	PRJNA64389	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-100	Whole	Genome	Monoisolate	Yersinia pestis PY-100 Genome sequencing project	Primary submission	None	PY-100	Bacteria	992181	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences	None
250	64387	PRJNA64387	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-99	Whole	Genome	Monoisolate	Yersinia pestis PY-99 Genome sequencing project	Primary submission	None	PY-99	Bacteria	992180	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences	None
251	64385	PRJNA64385	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-98	Whole	Genome	Monoisolate	Yersinia pestis PY-98 Genome sequencing project	Primary submission	None	PY-98	Bacteria	992179	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences	None
252	64383	PRJNA64383	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-96	Whole	Genome	Monoisolate	Yersinia pestis PY-96 Genome sequencing project	Primary submission	None	PY-96	Bacteria	992178	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences	None
253	64381	PRJNA64381	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-95	Whole	Genome	Monoisolate	Yersinia pestis PY-95 Genome sequencing project	Primary submission	None	PY-95	Bacteria	992177	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences	None
254	64379	PRJNA64379	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-94	Whole	Genome	Monoisolate	Yersinia pestis PY-94 Genome sequencing project	Primary submission	None	PY-94	Bacteria	992176	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences	None
255	64377	PRJNA64377	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-93	Whole	Genome	Monoisolate	Yersinia pestis PY-93 Genome sequencing project	Primary submission	None	PY-93	Bacteria	992175	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences	None
256	64375	PRJNA64375	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-92	Whole	Genome	Monoisolate	Yersinia pestis PY-92 Genome sequencing project	Primary submission	None	PY-92	Bacteria	992174	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences	None
257	64373	PRJNA64373	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-91	Whole	Genome	Monoisolate	Yersinia pestis PY-91 Genome sequencing project	Primary submission	None	PY-91	Bacteria	992173	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences	None
258	64371	PRJNA64371	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-90	Whole	Genome	Monoisolate	Yersinia pestis PY-90 Genome sequencing project	Primary submission	None	PY-90	Bacteria	992172	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences	None
259	64369	PRJNA64369	Genome sequencing and assembly	None	Sequencing	Yersinia pestis PY-89	Whole	Genome	Monoisolate	Yersinia pestis PY-89 Genome sequencing project	Primary submission	None	PY-89	Bacteria	992171	2012/06/15 00:00	None	Contigs	Institute for Genome Sciences	None
