id	BioSample_id	BioSampleAccession	BioSampleAccessionSecondary	BioSampleBioProjectAccession	BioSampleSRAAccession	BioSampleTitle	BioSampleName	BioSampleType	BioSamplePackage	BioSampleInfraspecies	BioSampleOrganism	BioSampleOrganismAlt	BioSampleSubSpecies	BioSampleStrain	BioSampleTaxonomyID	BioSampleBiovar	BioSampleSerovar	BioSampleCollectionDate	BioSampleGeographicLocation	BioSampleHost	BioSampleHostDisease	BioSampleHostHealthState	BioSampleIsolateNameAlias	BioSampleIsolationSource	BioSampleLat	BioSampleLatLon	BioSampleLon	BioSampleSubmissionDate	BioSampleModificationDate	BioSamplePublicationDate	BioSampleOrganization	BioSampleComment
1383	2141498	SAMN02141498	SAMN00706753	PRJNA64381	SRS256217	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-95	MS100011606		MIGS.ba.5.0			Yersinia pestis PY-95		PY-95	992177			2010	Peru:Chota	black rat						missing		2013-05-08T13:41:57.200	2014-02-25T12:44:47.527	2013-05-10T09:05:44.467	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1384	2141497	SAMN02141497	SAMN00706752	PRJNA64379	SRS256216	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-94	MS100011605		MIGS.ba.5.0			Yersinia pestis PY-94		PY-94	992176			2010	Peru:Chota	black rat						missing		2013-05-08T13:41:57.130	2014-02-25T12:44:47.447	2013-05-10T09:05:44.773	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1385	2141496	SAMN02141496	SAMN00706751	PRJNA64377	SRS256215	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-93	MS100011604		MIGS.ba.5.0			Yersinia pestis PY-93		PY-93	992175			2010	Peru:Chota	black rat						missing		2013-05-08T13:41:57.063	2014-02-25T12:44:47.370	2013-05-10T09:05:45.067	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1386	2141495	SAMN02141495	SAMN00704295	PRJNA64375	SRS256209	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-92	MS100011603		MIGS.ba.5.0			Yersinia pestis PY-92		PY-92	992174			2010	Peru:Chota	black rat						missing		2013-05-08T13:41:57.000	2014-02-25T12:44:47.313	2013-05-10T09:05:45.370	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1387	2141494	SAMN02141494	SAMN00704294	PRJNA64373	SRS256208	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-91	MS100011602		MIGS.ba.5.0			Yersinia pestis PY-91		PY-91	992173			2010	Peru:Chota	black rat						missing		2013-05-08T13:41:56.927	2014-02-25T12:44:47.247	2013-05-10T09:05:46.117	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1388	2141493	SAMN02141493	SAMN00704293	PRJNA64371	SRS256207	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-90	MS100011601		MIGS.ba.5.0			Yersinia pestis PY-90		PY-90	992172			2010	Peru:Pacasmayo, Guadalupe, Mariscal Castilla	Norway rat						missing		2013-05-08T13:41:56.857	2014-02-25T12:44:47.180	2013-05-10T09:05:46.573	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1389	2141492	SAMN02141492	SAMN00704292	PRJNA64369	SRS256206	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-89	MS100011600		MIGS.ba.5.0			Yersinia pestis PY-89		PY-89	992171			2010	Peru:Pacasmayo, Guadalupe, Mariscal Castilla	Norway rat						missing		2013-05-08T13:41:56.783	2014-02-25T12:44:47.113	2013-05-10T09:05:47.440	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1390	2141491	SAMN02141491	SAMN00704291	PRJNA64367	SRS256205	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-88	MS100011599		MIGS.ba.5.0			Yersinia pestis PY-88		PY-88	992170			2010	Peru:Pacasmayo, Guadalupe, Mariscal Castilla	black rat						missing		2013-05-08T13:41:56.720	2014-02-25T12:44:47.053	2013-05-10T09:05:47.723	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1391	2141490	SAMN02141490	SAMN00704290	PRJNA64365	SRS256204	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-76	MS100011598		MIGS.ba.5.0			Yersinia pestis PY-76		PY-76	992169			2010	Peru:Ascope, Chicama, La Libertad, AA.HH.	cotton rat						missing		2013-05-08T13:41:56.650	2014-02-25T12:44:46.990	2013-05-10T09:05:48.077	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1392	2141489	SAMN02141489	SAMN00704289	PRJNA64363	SRS256203	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-72	MS100011597		MIGS.ba.5.0			Yersinia pestis PY-72		PY-72	992168			2010	Peru:Ascope, Chicama, La Libertad, AA.HH.	black rat						missing		2013-05-08T13:41:56.583	2014-02-25T12:44:46.927	2013-05-10T09:05:48.390	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1393	2141488	SAMN02141488	SAMN00704288	PRJNA64361	SRS256202	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-71	MS100011596		MIGS.ba.5.0			Yersinia pestis PY-71		PY-71	992167			2010	Peru:Ascope, Chicama, La Libertad, AA.HH.	black rat						missing		2013-05-08T13:41:56.513	2014-02-25T12:44:46.850	2013-05-10T09:05:48.690	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1394	2141487	SAMN02141487	SAMN00704284	PRJNA64359	SRS256198	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-66	MS100011595		MIGS.ba.5.0			Yersinia pestis PY-66		PY-66	992166			2010	Peru:Trujillo, Salaverry, ENAPU	Norway rat						missing		2013-05-08T13:41:56.433	2014-02-25T12:44:46.783	2013-05-10T09:05:49.057	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1395	2141486	SAMN02141486	SAMN00704287	PRJNA64357	SRS256201	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-65	MS100011594		MIGS.ba.5.0			Yersinia pestis PY-65		PY-65	992165			2010	Peru:Trujillo, Salaverry, ENAPU	Norway rat						missing		2013-05-08T13:41:56.360	2014-02-25T12:44:46.717	2013-05-10T09:05:49.410	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1396	2141485	SAMN02141485	SAMN00704283	PRJNA64355	SRS256197	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-64	MS100011593		MIGS.ba.5.0			Yersinia pestis PY-64		PY-64	992164			2010	Peru:Trujillo, Salaverry, ENAPU	Norway rat						missing		2013-05-08T13:41:56.290	2014-02-25T12:44:46.657	2013-05-10T09:05:49.783	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1397	2141484	SAMN02141484	SAMN00704282	PRJNA64353	SRS256196	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-63	MS100011592		MIGS.ba.5.0			Yersinia pestis PY-63		PY-63	992163			2010	Peru:Trujillo, Salaverry, ENAPU	Norway rat						missing		2013-05-08T13:41:56.213	2014-02-25T12:44:46.593	2013-05-10T09:05:50.173	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1398	2141483	SAMN02141483	SAMN00704281	PRJNA64351	SRS256195	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-61	MS100011591		MIGS.ba.5.0			Yersinia pestis PY-61		PY-61	992162			2010	Peru:Trujillo, El Milagro, Sector 9	Norway rat						missing		2013-05-08T13:41:56.147	2014-02-25T12:44:46.503	2013-05-10T09:05:50.480	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1399	2141482	SAMN02141482	SAMN00704286	PRJNA64349	SRS256200	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-60	MS100011590		MIGS.ba.5.0			Yersinia pestis PY-60		PY-60	992161			2010	Peru:Trujillo, El Milagro, Sector 9	Norway rat						missing		2013-05-08T13:41:56.077	2014-02-25T12:44:46.430	2013-05-10T09:05:50.907	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1400	2141481	SAMN02141481	SAMN00704280	PRJNA64347	SRS256194	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-59	MS100011589		MIGS.ba.5.0			Yersinia pestis PY-59		PY-59	992160			2010	Peru:Ascope	black rat						missing		2013-05-08T13:41:56.003	2014-02-25T12:44:46.360	2013-05-10T09:05:51.267	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1401	2141480	SAMN02141480	SAMN00704279	PRJNA64345	SRS256193	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-58	MS100011588		MIGS.ba.5.0			Yersinia pestis PY-58		PY-58	992159			2010	Peru:Ascope, Chicama, La Libertad, AA.HH.	Norway rat						missing		2013-05-08T13:41:55.927	2014-02-25T12:44:46.303	2013-05-10T09:05:51.603	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1402	2141479	SAMN02141479	SAMN00704285	PRJNA64343	SRS256199	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-56	MS100011587		MIGS.ba.5.0			Yersinia pestis PY-56		PY-56	992158			2010	Peru:Ascope, Chicama, La Libertad, AA.HH.	dog						missing		2013-05-08T13:41:55.860	2014-02-25T12:44:46.230	2013-05-10T09:05:51.917	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1403	2141478	SAMN02141478	SAMN00704275	PRJNA64341	SRS256189	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-55	MS100011586		MIGS.ba.5.0			Yersinia pestis PY-55		PY-55	992157			2010	Peru:Ascope, Chicama, Sector Peaje	dog						missing		2013-05-08T13:41:55.790	2014-02-25T12:44:46.157	2013-05-10T09:05:52.247	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1404	2141477	SAMN02141477	SAMN00704271	PRJNA64339	SRS256185	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-54	MS100011585		MIGS.ba.5.0			Yersinia pestis PY-54		PY-54	992156			2010	Peru:Ascope, Chicama, Sector Peaje	dog						missing		2013-05-08T13:41:55.717	2014-02-25T12:44:46.090	2013-05-10T09:05:52.587	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1405	2141476	SAMN02141476	SAMN00704274	PRJNA64337	SRS256188	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-53	MS100011584		MIGS.ba.5.0			Yersinia pestis PY-53		PY-53	992155			2010	Peru:Ascope, Chicama, Sector Peaje	dog						missing		2013-05-08T13:41:55.653	2014-02-25T12:44:46.007	2013-05-10T09:05:52.873	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1406	2141475	SAMN02141475	SAMN00704276	PRJNA64335	SRS256190	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-52	MS100011583		MIGS.ba.5.0			Yersinia pestis PY-52		PY-52	992154			2010	Peru:Ascope, Chicama, Sector Peaje	dog						missing		2013-05-08T13:41:55.563	2014-02-25T12:44:45.950	2013-05-10T09:05:53.190	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1407	2141474	SAMN02141474	SAMN00704278	PRJNA64333	SRS256192	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-48	MS100011582		MIGS.ba.5.0			Yersinia pestis PY-48		PY-48	992153			2010	Peru:Ascope, Chicama, La Libertad, AA.HH.	house mouse						missing		2013-05-08T13:41:55.493	2014-02-25T12:44:45.880	2013-05-10T09:05:53.513	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1408	2141473	SAMN02141473	SAMN00704273	PRJNA64331	SRS256187	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-47	MS100011581		MIGS.ba.5.0			Yersinia pestis PY-47		PY-47	992152			2010	Peru:Ascope, Casa Grande, Mocan	domestic cat						missing		2013-05-08T13:41:55.417	2014-02-25T12:44:45.810	2013-05-10T09:05:53.837	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1409	2141472	SAMN02141472	SAMN00704277	PRJNA64329	SRS256191	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-46	MS100011580		MIGS.ba.5.0			Yersinia pestis PY-46		PY-46	992151			2010	Peru:Ascope, San Antonio	domestic cat						missing		2013-05-08T13:41:55.350	2014-02-25T12:44:45.737	2013-05-10T09:05:54.190	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1410	2141471	SAMN02141471	SAMN00704272	PRJNA64327	SRS256186	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-45	MS100011579		MIGS.ba.5.0			Yersinia pestis PY-45		PY-45	992150			2010	Peru:Ascope, Chicama, La Libertad, AA.HH.	house mouse						missing		2013-05-08T13:41:55.277	2014-02-25T12:44:45.667	2013-05-10T09:05:54.640	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1411	2141470	SAMN02141470	SAMN00704270	PRJNA64325	SRS256184	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-42	MS100011578		MIGS.ba.5.0			Yersinia pestis PY-42		PY-42	992149			2010	Peru:Ascope, Chicama, La Libertad, AA.HH.	house mouse						missing		2013-05-08T13:41:55.163	2014-02-25T12:44:45.600	2013-05-10T09:05:55.023	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1412	2141469	SAMN02141469	SAMN00704268	PRJNA64323	SRS256182	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-36	MS100011577		MIGS.ba.5.0			Yersinia pestis PY-36		PY-36	992148			2010	Peru:Ascope, Casa Grande, Mocan	house mouse						missing		2013-05-08T13:41:55.043	2014-02-25T12:44:45.530	2013-05-10T09:05:55.380	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1413	2141468	SAMN02141468	SAMN00704267	PRJNA64321	SRS256181	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-34	MS100011576		MIGS.ba.5.0			Yersinia pestis PY-34		PY-34	992147			2010	Peru:Ascope, Chicama, La Libertad, AA.HH.	domestic cat						missing		2013-05-08T13:41:54.947	2014-02-25T12:44:45.463	2013-05-10T09:05:55.720	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1414	2141466	SAMN02141466	SAMN00704266	PRJNA64317	SRS256180	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-29	MS100011574		MIGS.ba.5.0			Yersinia pestis PY-29		PY-29	992145			2010	Peru:Ascope, Chicama, La Libertad, AA.HH.	house mouse						missing		2013-05-08T13:41:54.793	2014-02-25T12:44:45.313	2013-05-10T09:05:56.420	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1415	2141465	SAMN02141465	SAMN00704265	PRJNA64315	SRS256179	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-25	MS100011573		MIGS.ba.5.0			Yersinia pestis PY-25		PY-25	992144			2010	Peru:Ascope, Chicama, La Libertad, AA.HH.	house mouse						missing		2013-05-08T13:41:54.717	2014-02-25T12:44:45.237	2013-05-10T09:05:56.770	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1416	2141464	SAMN02141464	SAMN00704252	PRJNA64313	SRS256166	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-19	MS100011572		MIGS.ba.5.0			Yersinia pestis PY-19		PY-19	992143			2010	Peru:Ascope, Casa Grande, Toma Jauregui	rodent						missing		2013-05-08T13:41:54.627	2014-02-25T12:44:45.167	2013-05-10T09:05:57.130	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1417	2141461	SAMN02141461	SAMN00704249	PRJNA64307	SRS256163	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-14	MS100011569		MIGS.ba.5.0			Yersinia pestis PY-14		PY-14	992140			2009	Peru:Ascope, Casa Grande, Toma Jauregui	black rat						missing		2013-05-08T13:41:54.403	2014-02-25T12:44:44.983	2013-05-10T09:05:58.277	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1418	2141454	SAMN02141454	SAMN00704241	PRJNA64293	SRS256155	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-07	MS100011562		MIGS.ba.5.0			Yersinia pestis PY-07		PY-07	992133			2006	Peru:Chota, San Juan de Licupis, Pay Pay	black rat						missing		2013-05-08T13:41:53.837	2014-02-25T12:44:44.540	2013-05-10T09:06:00.597	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1419	2141453	SAMN02141453	SAMN00704240	PRJNA64291	SRS256154	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-06	MS100011561		MIGS.ba.5.0			Yersinia pestis PY-06		PY-06	992132			2006	Peru:Chota, San Juan de Licupis, Pay Pay	guinea pig						missing		2013-05-08T13:41:53.757	2014-02-25T12:44:44.470	2013-05-10T09:06:00.897	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1420	2141452	SAMN02141452	SAMN00704239	PRJNA64289	SRS256153	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-05	MS100011560		MIGS.ba.5.0			Yersinia pestis PY-05		PY-05	992131			2006	Peru:Chota, San Juan de Licupis, Pay Pay	black rat						missing		2013-05-08T13:41:53.683	2014-02-25T12:44:44.407	2013-05-10T09:06:01.213	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1421	2141451	SAMN02141451	SAMN00704077	PRJNA64287	SRS255995	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-04	MS100011559		MIGS.ba.5.0			Yersinia pestis PY-04		PY-04	992130			2006	Peru:Chota, San Juan de Licupis, Pay Pay	black rat						missing		2013-05-08T13:41:53.607	2014-02-25T12:44:44.337	2013-05-10T09:06:01.533	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1422	2141450	SAMN02141450	SAMN00704075	PRJNA64285	SRS255993	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-03	MS100011558		MIGS.ba.5.0			Yersinia pestis PY-03		PY-03	992129			2006	Peru:Jaen, Santo Domingo de la Capilla, Chamana	black rat						missing		2013-05-08T13:41:53.537	2014-02-25T12:44:44.270	2013-05-10T09:06:01.997	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1423	2141449	SAMN02141449	SAMN00710637	PRJNA64283	SRS258342	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-02	MS100011557		MIGS.ba.5.0			Yersinia pestis PY-02		PY-02	992128			2006	Peru:Jaen, Santo Domingo de la Capilla, Chamana	black rat						missing		2013-05-08T13:41:53.443	2014-02-25T12:44:44.213	2013-05-10T09:06:02.477	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1424	2141448	SAMN02141448	SAMN00739929	PRJNA64281	SRS267443	MIGS Cultured Bacterial/Archaeal sample from Yersinia pestis PY-01	MS100011556		MIGS.ba.5.0			Yersinia pestis PY-01		PY-01	992127			2006	Peru:Chota, San Juan de Licupis, Los Porongos	house mouse						missing		2013-05-08T13:41:53.240	2014-02-25T12:44:44.090	2013-05-10T09:06:02.873	University of Maryland School of Medicine, Institute for Genome Sciences	KEEP: Undetermined
1425	4706	SAMN00004706			SRS006933	Generic sample from Yersinia pestis KIM D27	Yersinia pestis Sample		Generic.1.0			Yersinia pestis KIM D27		KIM D27	687916													2009-11-02T15:10:04.237	2014-02-25T12:40:18.717	2009-11-02T15:10:07.393	J. Craig Venter Institute	KEEP: Undetermined
1426	2442728	SAMN02442728			SRS514508	Generic sample from Yersinia pestis	LP57		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:12.763	2014-01-29T00:44:04.543	2014-01-29T00:44:04.543	McMaster University	REMOVE: Low Coverage Ancient
1427	2442727	SAMN02442727			SRS514507	Generic sample from Yersinia pestis	LP55		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:12.667	2014-01-29T00:44:04.503	2014-01-29T00:44:04.503	McMaster University	REMOVE: Low Coverage Ancient
1428	2442726	SAMN02442726			SRS514506	Generic sample from Yersinia pestis	LP53		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:12.597	2014-01-29T00:44:04.453	2014-01-29T00:44:04.453	McMaster University	REMOVE: Low Coverage Ancient
1429	2442725	SAMN02442725			SRS514505	Generic sample from Yersinia pestis	LP51		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:12.507	2014-01-29T00:44:04.400	2014-01-29T00:44:04.400	McMaster University	REMOVE: Low Coverage Ancient
1430	2442724	SAMN02442724			SRS514444	Generic sample from Yersinia pestis	LP49		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:12.450	2014-01-29T00:44:04.363	2014-01-29T00:44:04.363	McMaster University	REMOVE: Low Coverage Ancient
1431	2442723	SAMN02442723			SRS514443	Generic sample from Yersinia pestis	LP39b		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:12.410	2014-01-29T00:44:04.317	2014-01-29T00:44:04.317	McMaster University	REMOVE: Low Coverage Ancient
1432	2442722	SAMN02442722			SRS514442	Generic sample from Yersinia pestis	LP38b		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:12.377	2014-01-29T00:44:04.280	2014-01-29T00:44:04.280	McMaster University	REMOVE: Low Coverage Ancient
1433	2442721	SAMN02442721			SRS514441	Generic sample from Yersinia pestis	LP37b		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:12.350	2014-01-29T00:44:04.240	2014-01-29T00:44:04.240	McMaster University	REMOVE: Low Coverage Ancient
1434	2442720	SAMN02442720			SRS514440	Generic sample from Yersinia pestis	LP36b		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:12.317	2014-01-29T00:44:04.200	2014-01-29T00:44:04.200	McMaster University	REMOVE: Low Coverage Ancient
1435	2442719	SAMN02442719			SRS514439	Generic sample from Yersinia pestis	LP35b		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:12.287	2014-01-29T00:44:04.160	2014-01-29T00:44:04.160	McMaster University	REMOVE: Low Coverage Ancient
1436	2442718	SAMN02442718			SRS514438	Generic sample from Yersinia pestis	LP32b		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:12.103	2014-01-29T00:44:04.120	2014-01-29T00:44:04.120	McMaster University	REMOVE: Low Coverage Ancient
1437	2442717	SAMN02442717			SRS514437	Generic sample from Yersinia pestis	LP31b		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:12.030	2014-01-29T00:44:04.077	2014-01-29T00:44:04.077	McMaster University	REMOVE: Low Coverage Ancient
1438	2442716	SAMN02442716			SRS514436	Generic sample from Yersinia pestis	LP30b		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:11.967	2014-01-29T00:44:04.033	2014-01-29T00:44:04.033	McMaster University	REMOVE: Low Coverage Ancient
1439	2442715	SAMN02442715			SRS514435	Generic sample from Yersinia pestis	LP29b		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:11.900	2014-01-29T00:44:03.997	2014-01-29T00:44:03.997	McMaster University	REMOVE: Low Coverage Ancient
1440	2442714	SAMN02442714			SRS514432	Generic sample from Yersinia pestis	LP39		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:11.843	2014-01-29T00:44:03.960	2014-01-29T00:44:03.960	McMaster University	REMOVE: Low Coverage Ancient
1441	2442713	SAMN02442713			SRS514431	Generic sample from Yersinia pestis	LP38		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:11.780	2014-01-29T00:44:03.910	2014-01-29T00:44:03.910	McMaster University	REMOVE: Low Coverage Ancient
1442	2442712	SAMN02442712			SRS514430	Generic sample from Yersinia pestis	LP37		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:11.730	2014-01-29T00:44:03.867	2014-01-29T00:44:03.867	McMaster University	REMOVE: Low Coverage Ancient
1443	2442711	SAMN02442711			SRS514429	Generic sample from Yersinia pestis	LP36		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:11.673	2014-01-29T00:44:03.830	2014-01-29T00:44:03.830	McMaster University	REMOVE: Low Coverage Ancient
1444	2442710	SAMN02442710			SRS514427	Generic sample from Yersinia pestis	LP35		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:11.603	2014-01-29T00:44:03.790	2014-01-29T00:44:03.790	McMaster University	REMOVE: Low Coverage Ancient
1445	2442709	SAMN02442709			SRS514426	Generic sample from Yersinia pestis	LP32		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:11.507	2014-01-29T00:44:03.750	2014-01-29T00:44:03.750	McMaster University	REMOVE: Low Coverage Ancient
1446	2442708	SAMN02442708			SRS514425	Generic sample from Yersinia pestis	LP31		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:11.453	2014-01-29T00:44:03.697	2014-01-29T00:44:03.697	McMaster University	REMOVE: Low Coverage Ancient
1447	2442707	SAMN02442707			SRS514424	Generic sample from Yersinia pestis	LP30		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:11.380	2014-01-29T00:44:03.647	2014-01-29T00:44:03.647	McMaster University	REMOVE: Low Coverage Ancient
1448	2442706	SAMN02442706			SRS514423	Generic sample from Yersinia pestis	LP29		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:11.323	2014-01-29T00:44:03.597	2014-01-29T00:44:03.597	McMaster University	REMOVE: Low Coverage Ancient
1449	2442705	SAMN02442705			SRS514404	Generic sample from Yersinia pestis	LP17b		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:11.260	2014-01-29T00:44:03.557	2014-01-29T00:44:03.557	McMaster University	REMOVE: Low Coverage Ancient
1450	2442704	SAMN02442704			SRS514403	Generic sample from Yersinia pestis	LP17a		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:11.203	2014-01-29T00:44:03.510	2014-01-29T00:44:03.510	McMaster University	REMOVE: Low Coverage Ancient
1451	2442703	SAMN02442703			SRS514402	Generic sample from Yersinia pestis	LP16b		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:11.153	2014-01-29T00:44:03.467	2014-01-29T00:44:03.467	McMaster University	REMOVE: Low Coverage Ancient
1452	2442702	SAMN02442702			SRS514401	Generic sample from Yersinia pestis	LP16a		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:11.090	2014-01-29T00:44:03.427	2014-01-29T00:44:03.427	McMaster University	REMOVE: Low Coverage Ancient
1453	2442701	SAMN02442701			SRS514400	Generic sample from Yersinia pestis	LP15b		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:11.017	2014-01-29T00:44:03.387	2014-01-29T00:44:03.387	McMaster University	REMOVE: Low Coverage Ancient
1454	2442700	SAMN02442700			SRS514399	Generic sample from Yersinia pestis	LP15a		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:10.960	2014-01-29T00:44:03.350	2014-01-29T00:44:03.350	McMaster University	REMOVE: Low Coverage Ancient
1455	2442699	SAMN02442699			SRS514398	Generic sample from Yersinia pestis	LP14b		Generic.1.0			Yersinia pestis		Justinian	632													2013-12-12T14:11:10.907	2014-01-29T00:44:03.313	2014-01-29T00:44:03.313	McMaster University	REMOVE: Low Coverage Ancient
